total count,percent of total,activties count,percent of activities,tokens,n_gram
27,0.000059,26,0.000506,paul,1grams
27,0.000059,27,0.000525,staff更新,1grams
27,0.000059,27,0.000525,novio,1grams
27,0.000059,26,0.000506,weekend,1grams
27,0.000059,26,0.000506,powder,1grams
27,0.000059,27,0.000525,ファンクラブ,1grams
27,0.000059,27,0.000525,phone,1grams
27,0.000059,26,0.000506,viva,1grams
26,0.000057,26,0.000506,awards,1grams
26,0.000057,26,0.000506,perfum,1grams
26,0.000057,26,0.000506,dishes,1grams
26,0.000057,26,0.000506,hahaha,1grams
26,0.000057,26,0.000506,maquilla,1grams
26,0.000057,26,0.000506,idiota,1grams
26,0.000057,13,0.000253,違います,1grams
26,0.000057,26,0.000506,propio,1grams
26,0.000057,24,0.000467,yves,1grams
26,0.000057,26,0.000506,favor,1grams
26,0.000057,26,0.000506,@JPN_GLITTER,1grams
26,0.000057,26,0.000506,unique,1grams
26,0.000057,26,0.000506,@jordiecaskey,1grams
26,0.000057,26,0.000506,ｐｅｒｆｕｍｅ,1grams
26,0.000057,26,0.000506,tenia,1grams
26,0.000057,26,0.000506,fruity,1grams
26,0.000057,26,0.000506,designer,1grams
26,0.000057,26,0.000506,drogas,1grams
26,0.000057,25,0.000486,miwa,1grams
26,0.000057,26,0.000506,apaixono,1grams
26,0.000057,26,0.000506,でチェック,1grams
26,0.000057,23,0.000448,bloom,1grams
26,0.000057,26,0.000506,wish,1grams
26,0.000057,25,0.000486,euphoria,1grams
26,0.000057,26,0.000506,@ChurchillTheDog,1grams
26,0.000057,26,0.000506,@kokubucamera,1grams
26,0.000057,26,0.000506,poner,1grams
26,0.000057,26,0.000506,ponen,1grams
26,0.000057,26,0.000506,wqehzguqew,1grams
26,0.000057,26,0.000506,#Forsale,1grams
26,0.000057,26,0.000506,@cosalas__,1grams
26,0.000057,26,0.000506,xlcowv28kb,1grams
26,0.000057,26,0.000506,perfumeの歌作ってるのっておっさんなんだよ,1grams
26,0.000057,24,0.000467,laurent,1grams
26,0.000057,22,0.000428,ユースケ,1grams
26,0.000057,26,0.000506,compre,1grams
26,0.000057,26,0.000506,cause,1grams
26,0.000057,26,0.000506,bairro,1grams
26,0.000057,26,0.000506,mother,1grams
26,0.000057,26,0.000506,someday,1grams
26,0.000057,26,0.000506,アニメな時間,1grams
26,0.000057,26,0.000506,devvu1aaon,1grams
26,0.000057,26,0.000506,cosmetic,1grams
26,0.000057,26,0.000506,نارسيسو,1grams
26,0.000057,20,0.000389,ナチュラルに恋して,1grams
26,0.000057,25,0.000486,lovers,1grams
26,0.000057,25,0.000486,wangian,1grams
26,0.000057,26,0.000506,du4et9ulrf,1grams
25,0.000055,25,0.000486,irmão,1grams
25,0.000055,25,0.000486,#あーちゃん,1grams
25,0.000055,25,0.000486,ぐるんぐるん,1grams
25,0.000055,24,0.000467,festival,1grams
25,0.000055,25,0.000486,優香です,1grams
25,0.000055,25,0.000486,lvz8lw0ppo,1grams
25,0.000055,22,0.000428,test,1grams
25,0.000055,25,0.000486,abrazas,1grams
25,0.000055,25,0.000486,来週の水曜日のヒルナンデスにperfume,1grams
25,0.000055,25,0.000486,asco,1grams
25,0.000055,25,0.000486,@GirlNotes,1grams
25,0.000055,25,0.000486,#Discount,1grams
25,0.000055,25,0.000486,rxsr7urg2k,1grams
25,0.000055,25,0.000486,spirituality,1grams
25,0.000055,25,0.000486,nhd7keyqw1,1grams
25,0.000055,25,0.000486,remain,1grams
25,0.000055,24,0.000467,dinheiro,1grams
25,0.000055,25,0.000486,ganas,1grams
25,0.000055,25,0.000486,tasty,1grams
25,0.000055,22,0.000428,alien,1grams
25,0.000055,25,0.000486,peço,1grams
25,0.000055,25,0.000486,@ro69_hogaku,1grams
25,0.000055,25,0.000486,listen,1grams
25,0.000055,25,0.000486,querer,1grams
25,0.000055,23,0.000448,vote,1grams
25,0.000055,25,0.000486,@comic_natalie,1grams
25,0.000055,25,0.000486,high,1grams
25,0.000055,25,0.000486,antique,1grams
25,0.000055,25,0.000486,catalogo,1grams
25,0.000055,25,0.000486,pranks,1grams
25,0.000055,24,0.000467,ポリリズム,1grams
25,0.000055,25,0.000486,edición,1grams
25,0.000055,19,0.000370,dexandra,1grams
25,0.000055,25,0.000486,acaba,1grams
25,0.000055,24,0.000467,curious,1grams
25,0.000055,21,0.000409,jual,1grams
25,0.000055,23,0.000448,true,1grams
25,0.000055,25,0.000486,celebrate,1grams
25,0.000055,25,0.000486,オタクと一般人見分けるにはbutter,1grams
25,0.000055,24,0.000467,help,1grams
25,0.000055,25,0.000486,sunnah,1grams
25,0.000055,25,0.000486,damn,1grams
25,0.000055,25,0.000486,pegar,1grams
25,0.000055,25,0.000486,everything,1grams
25,0.000055,25,0.000486,@tequierodulcee,1grams
25,0.000055,25,0.000486,انواع,1grams
25,0.000055,25,0.000486,puddle,1grams
25,0.000055,25,0.000486,perfumeはなぜ続くのか,1grams
25,0.000055,25,0.000486,@PorscheRaces,1grams
25,0.000055,25,0.000486,offer,1grams
25,0.000055,25,0.000486,@lucianaahelena,1grams
25,0.000055,24,0.000467,loving,1grams
25,0.000055,25,0.000486,excesso,1grams
25,0.000055,25,0.000486,3wj5w1whys,1grams
25,0.000055,13,0.000253,都市伝説の女,1grams
25,0.000055,25,0.000486,#DutyFree,1grams
25,0.000055,25,0.000486,actually,1grams
25,0.000055,25,0.000486,cruising,1grams
25,0.000055,25,0.000486,#Happy25Jan,1grams
25,0.000055,25,0.000486,gracias,1grams
25,0.000055,24,0.000467,milk,1grams
25,0.000055,25,0.000486,dw4zjxe2mk,1grams
24,0.000053,24,0.000467,corporate,1grams
24,0.000053,24,0.000467,whoever,1grams
24,0.000053,24,0.000467,shahsatnam,1grams
24,0.000053,24,0.000467,tomei,1grams
24,0.000053,24,0.000467,canção,1grams
24,0.000053,24,0.000467,perfumeメンバーの彼氏って誰,1grams
24,0.000053,24,0.000467,tahan,1grams
24,0.000053,24,0.000467,oudh,1grams
24,0.000053,24,0.000467,النسائي,1grams
24,0.000053,22,0.000428,dios,1grams
24,0.000053,24,0.000467,pistola,1grams
24,0.000053,24,0.000467,preto,1grams
24,0.000053,24,0.000467,@scroll_in,1grams
24,0.000053,24,0.000467,gameinsight,1grams
24,0.000053,24,0.000467,needs,1grams
24,0.000053,24,0.000467,viene,1grams
24,0.000053,24,0.000467,fuerza,1grams
24,0.000053,23,0.000448,trend,1grams
24,0.000053,24,0.000467,ヒルナンデス,1grams
24,0.000053,24,0.000467,試してみたけどやばい,1grams
24,0.000053,24,0.000467,tenía,1grams
24,0.000053,22,0.000428,whole,1grams
24,0.000053,24,0.000467,every1,1grams
24,0.000053,24,0.000467,wc62oukjbg,1grams
24,0.000053,24,0.000467,vanitas,1grams
24,0.000053,23,0.000448,food,1grams
24,0.000053,23,0.000448,crystalline,1grams
24,0.000053,24,0.000467,perfumeに批判殺到wwwwwww,1grams
24,0.000053,24,0.000467,jrj5of3yjy,1grams
24,0.000053,24,0.000467,@Blissfoxes,1grams
24,0.000053,24,0.000467,ついでに元カレも,1grams
24,0.000053,24,0.000467,excited,1grams
24,0.000053,24,0.000467,retail,1grams
24,0.000053,24,0.000467,公演中止のみ,1grams
24,0.000053,24,0.000467,fly歌ってって言えってツイート,1grams
24,0.000053,23,0.000448,join,1grams
24,0.000053,24,0.000467,perfumeのっち,1grams
24,0.000053,24,0.000467,alergia,1grams
24,0.000053,24,0.000467,y9o7fi7rjz,1grams
24,0.000053,24,0.000467,deixar,1grams
24,0.000053,24,0.000467,beija,1grams
24,0.000053,24,0.000467,さんから,1grams
24,0.000053,24,0.000467,uverworld,1grams
24,0.000053,24,0.000467,大切なお知らせ,1grams
24,0.000053,24,0.000467,4曲目perfume,1grams
24,0.000053,24,0.000467,gran,1grams
24,0.000053,24,0.000467,anyone,1grams
24,0.000053,16,0.000311,ellis,1grams
24,0.000053,24,0.000467,deed,1grams
24,0.000053,24,0.000467,thousand,1grams
24,0.000053,24,0.000467,rouba,1grams
24,0.000053,24,0.000467,hard,1grams
24,0.000053,24,0.000467,aunque,1grams
24,0.000053,13,0.000253,playboy,1grams
24,0.000053,17,0.000331,renta,1grams
24,0.000053,24,0.000467,pediu,1grams
24,0.000053,24,0.000467,#のっち好きな人RT,1grams
24,0.000053,23,0.000448,amber,1grams
24,0.000053,24,0.000467,mierda,1grams
24,0.000053,24,0.000467,adianta,1grams
24,0.000053,24,0.000467,capsule,1grams
24,0.000053,24,0.000467,daily,1grams
24,0.000053,24,0.000467,seria,1grams
24,0.000053,24,0.000467,編集部日記,1grams
24,0.000053,20,0.000389,charlie,1grams
24,0.000053,24,0.000467,@iB7bki,1grams
24,0.000053,21,0.000409,nuit,1grams
23,0.000050,18,0.000350,5sosfam,1grams
23,0.000050,23,0.000448,sabendo,1grams
23,0.000050,22,0.000428,lucero,1grams
23,0.000050,23,0.000448,loco,1grams
23,0.000050,23,0.000448,@InstantTurnOn,1grams
23,0.000050,23,0.000448,berwangi,1grams
23,0.000050,23,0.000448,role,1grams
23,0.000050,11,0.000214,mackie,1grams
23,0.000050,23,0.000448,bolada,1grams
23,0.000050,23,0.000448,jumaat,1grams
23,0.000050,23,0.000448,48日間100位以内,1grams
23,0.000050,23,0.000448,café,1grams
23,0.000050,17,0.000331,cafe,1grams
23,0.000050,23,0.000448,リリース記念,1grams
23,0.000050,23,0.000448,anda,1grams
23,0.000050,23,0.000448,mugler,1grams
23,0.000050,23,0.000448,かわいい,1grams
23,0.000050,23,0.000448,@IMGmodels,1grams
23,0.000050,23,0.000448,والله,1grams
23,0.000050,23,0.000448,jhskn9rnvb,1grams
23,0.000050,23,0.000448,#かしゆか好きな人RT,1grams
23,0.000050,23,0.000448,احسن,1grams
23,0.000050,23,0.000448,hnwymsirsm,1grams
23,0.000050,22,0.000428,falar,1grams
23,0.000050,23,0.000448,kpbhrc6xoj,1grams
23,0.000050,23,0.000448,form,1grams
23,0.000050,23,0.000448,ouça,1grams
23,0.000050,23,0.000448,everyone,1grams
23,0.000050,23,0.000448,mama,1grams
23,0.000050,23,0.000448,mamá,1grams
23,0.000050,23,0.000448,マジで泣けます,1grams
23,0.000050,23,0.000448,testr,1grams
23,0.000050,23,0.000448,iheartawards,1grams
23,0.000050,19,0.000370,lagi,1grams
23,0.000050,23,0.000448,@armani's,1grams
23,0.000050,23,0.000448,theres,1grams
23,0.000050,21,0.000409,lemon,1grams
23,0.000050,23,0.000448,@BatAArofficial,1grams
23,0.000050,23,0.000448,hein,1grams
23,0.000050,23,0.000448,release更新,1grams
23,0.000050,23,0.000448,@magonon_Perfume,1grams
23,0.000050,23,0.000448,#BestSeller,1grams
23,0.000050,23,0.000448,cx9af6d5h4,1grams
23,0.000050,23,0.000448,@ChetaFiestera,1grams
23,0.000050,23,0.000448,@JuNasciimento,1grams
23,0.000050,23,0.000448,menino,1grams
23,0.000050,22,0.000428,truth,1grams
23,0.000050,23,0.000448,3月28日に投稿された画像は129枚で,1grams
23,0.000050,23,0.000448,corpos,1grams
23,0.000050,23,0.000448,exala,1grams
23,0.000050,23,0.000448,@fragranceofficl,1grams
23,0.000050,23,0.000448,lwc6jwmaro,1grams
23,0.000050,23,0.000448,dice,1grams
23,0.000050,23,0.000448,@MrPeaksNValleys,1grams
23,0.000050,23,0.000448,ハモり4ループ,1grams
23,0.000050,23,0.000448,ruim,1grams
23,0.000050,23,0.000448,@livedoornews,1grams
23,0.000050,22,0.000428,lama,1grams
23,0.000050,23,0.000448,completed,1grams
23,0.000050,22,0.000428,ちゃあぽん,1grams
23,0.000050,23,0.000448,アルバム発売の記念に,1grams
23,0.000050,23,0.000448,plants,1grams
23,0.000050,23,0.000448,lanzó,1grams
23,0.000050,23,0.000448,#BarbaraPalvin,1grams
23,0.000050,23,0.000448,womens,1grams
23,0.000050,23,0.000448,universe,1grams
23,0.000050,23,0.000448,5ubyushs,1grams
23,0.000050,23,0.000448,asked,1grams
23,0.000050,23,0.000448,g0p8xzhcls,1grams
23,0.000050,23,0.000448,perfumeファンが作った最高作品,1grams
23,0.000050,19,0.000370,cartier,1grams
23,0.000050,23,0.000448,perfumeのインスタが万華鏡みたいだと話題に,1grams
23,0.000050,23,0.000448,まだご覧になってない方は是非,1grams
23,0.000050,23,0.000448,falando,1grams
23,0.000050,23,0.000448,hrc3o7ug97,1grams
23,0.000050,23,0.000448,purchase,1grams
23,0.000050,23,0.000448,nobre,1grams
23,0.000050,23,0.000448,normal,1grams
23,0.000050,23,0.000448,#Fragrances,1grams
23,0.000050,20,0.000389,premium,1grams
23,0.000050,23,0.000448,wqehzgms3w,1grams
23,0.000050,23,0.000448,初のアカウントを開設,1grams
23,0.000050,23,0.000448,perfumeが主題歌を担当させて頂いています,1grams
23,0.000050,23,0.000448,現在公開中の映画,1grams
23,0.000050,23,0.000448,#AcquaDiGioia,1grams
22,0.000048,22,0.000428,athar,1grams
22,0.000048,21,0.000409,wang,1grams
22,0.000048,22,0.000428,rtお願いします,1grams
22,0.000048,22,0.000428,details,1grams
22,0.000048,22,0.000428,pzctqxfmrx,1grams
22,0.000048,19,0.000370,coffee,1grams
22,0.000048,19,0.000370,fabric,1grams
22,0.000048,22,0.000428,読売こども新聞にてperfume発見,1grams
22,0.000048,22,0.000428,実父が泥沼不倫中で,1grams
22,0.000048,22,0.000428,vuelvo,1grams
22,0.000048,22,0.000428,creo,1grams
22,0.000048,11,0.000214,n27i6ixdm9,1grams
22,0.000048,22,0.000428,かしゆかの彼氏がヒドイと話題に,1grams
22,0.000048,22,0.000428,soprar,1grams
22,0.000048,22,0.000428,pensar,1grams
22,0.000048,22,0.000428,@guasonesrockna,1grams
22,0.000048,22,0.000428,hours,1grams
22,0.000048,12,0.000233,cling,1grams
22,0.000048,22,0.000428,#jpop,1grams
22,0.000048,22,0.000428,元av女優の夏目ナナが,1grams
22,0.000048,22,0.000428,znfe4jqkzp,1grams
22,0.000048,22,0.000428,@DulceOnlineNews,1grams
22,0.000048,21,0.000409,estee,1grams
22,0.000048,22,0.000428,perfumeパフューム,1grams
22,0.000048,22,0.000428,horrible,1grams
22,0.000048,22,0.000428,@Perfume_de_Miel,1grams
22,0.000048,20,0.000389,ford,1grams
22,0.000048,22,0.000428,identificar,1grams
22,0.000048,22,0.000428,girlfriend,1grams
22,0.000048,20,0.000389,ulta,1grams
22,0.000048,22,0.000428,citrus,1grams
22,0.000048,22,0.000428,smel,1grams
22,0.000048,22,0.000428,flowered,1grams
22,0.000048,22,0.000428,memakai,1grams
22,0.000048,22,0.000428,defesa,1grams
22,0.000048,22,0.000428,merda,1grams
22,0.000048,22,0.000428,heart,1grams
22,0.000048,22,0.000428,@amaikoito0921,1grams
22,0.000048,22,0.000428,gorgeous,1grams
22,0.000048,22,0.000428,#Bieber,1grams
22,0.000048,20,0.000389,lasting,1grams
22,0.000048,10,0.000195,oatmeal,1grams
22,0.000048,22,0.000428,manhã,1grams
22,0.000048,22,0.000428,heavenly,1grams
22,0.000048,22,0.000428,goctlhhak7,1grams
22,0.000048,22,0.000428,watch,1grams
22,0.000048,22,0.000428,discount,1grams
22,0.000048,22,0.000428,vamps,1grams
22,0.000048,22,0.000428,glay,1grams
22,0.000048,20,0.000389,wanna,1grams
22,0.000048,19,0.000370,fame,1grams
22,0.000048,22,0.000428,#エレクトロニック,1grams
22,0.000048,22,0.000428,quest,1grams
22,0.000048,22,0.000428,también,1grams
22,0.000048,17,0.000331,lolita,1grams
22,0.000048,21,0.000409,haha,1grams
22,0.000048,22,0.000428,@perfume_order,1grams
22,0.000048,22,0.000428,estrago,1grams
22,0.000048,22,0.000428,#ミュージックビデオ,1grams
22,0.000048,22,0.000428,giveaway,1grams
22,0.000048,22,0.000428,celebrating,1grams
22,0.000048,22,0.000428,branches,1grams
22,0.000048,22,0.000428,#可愛いと思ったらRT！,1grams
22,0.000048,22,0.000428,究極作品,1grams
21,0.000046,21,0.000409,golden,1grams
21,0.000046,21,0.000409,たくさんの人に聞きたいので,1grams
21,0.000046,21,0.000409,@_ashrull,1grams
21,0.000046,21,0.000409,repeat,1grams
21,0.000046,20,0.000389,product,1grams
21,0.000046,21,0.000409,start,1grams
21,0.000046,21,0.000409,wears,1grams
21,0.000046,21,0.000409,#Singer,1grams
21,0.000046,21,0.000409,feminine,1grams
21,0.000046,21,0.000409,سبحان,1grams
21,0.000046,21,0.000409,沢山の写真,1grams
21,0.000046,21,0.000409,case,1grams
21,0.000046,21,0.000409,綺麗だと思ったらrt,1grams
21,0.000046,21,0.000409,além,1grams
21,0.000046,21,0.000409,1次先行,1grams
21,0.000046,21,0.000409,stunning,1grams
21,0.000046,21,0.000409,パフュクラの皆さん絶対買いです,1grams
21,0.000046,21,0.000409,dois,1grams
21,0.000046,20,0.000389,ariana,1grams
21,0.000046,20,0.000389,breath,1grams
21,0.000046,21,0.000409,#rose,1grams
21,0.000046,21,0.000409,aire,1grams
21,0.000046,21,0.000409,インタビュー,1grams
21,0.000046,21,0.000409,comes,1grams
21,0.000046,21,0.000409,real,1grams
21,0.000046,21,0.000409,evp4qjocvc,1grams
21,0.000046,21,0.000409,もうすぐ発売,1grams
21,0.000046,21,0.000409,tweet,1grams
21,0.000046,21,0.000409,@NAIOCRUSH,1grams
21,0.000046,21,0.000409,المميز,1grams
21,0.000046,18,0.000350,curve,1grams
21,0.000046,21,0.000409,chega,1grams
21,0.000046,21,0.000409,vinda,1grams
21,0.000046,21,0.000409,出来れば拡散してもらいたいです,1grams
21,0.000046,21,0.000409,tantos,1grams
21,0.000046,21,0.000409,glwbadtatd,1grams
21,0.000046,21,0.000409,cgwzvkcrsc,1grams
21,0.000046,21,0.000409,muhammad,1grams
21,0.000046,21,0.000409,#love,1grams
21,0.000046,21,0.000409,toxu45wmsv,1grams
21,0.000046,21,0.000409,pibes,1grams
21,0.000046,21,0.000409,price,1grams
21,0.000046,21,0.000409,ready,1grams
21,0.000046,21,0.000409,onde,1grams
21,0.000046,21,0.000409,duradouro,1grams
21,0.000046,21,0.000409,@perfume_pama,1grams
21,0.000046,21,0.000409,antonio,1grams
21,0.000046,21,0.000409,radio,1grams
21,0.000046,21,0.000409,@Textologa,1grams
21,0.000046,21,0.000409,気軽にフォローお願いします,1grams
21,0.000046,21,0.000409,نسائي,1grams
21,0.000046,9,0.000175,hotel,1grams
21,0.000046,21,0.000409,once,1grams
21,0.000046,21,0.000409,instead,1grams
21,0.000046,21,0.000409,maquillaje,1grams
21,0.000046,21,0.000409,夢を未来に変え続ける3人に迫る表紙巻頭大特集,1grams
21,0.000046,21,0.000409,until,1grams
21,0.000046,21,0.000409,10ml,1grams
21,0.000046,18,0.000350,rihanna,1grams
21,0.000046,21,0.000409,forças,1grams
21,0.000046,7,0.000136,أستغفرك,1grams
21,0.000046,18,0.000350,vocês,1grams
21,0.000046,21,0.000409,@theCheerBook,1grams
21,0.000046,20,0.000389,market,1grams
21,0.000046,21,0.000409,perfume好きの皆さん,1grams
21,0.000046,21,0.000409,calor,1grams
21,0.000046,21,0.000409,sabor,1grams
21,0.000046,21,0.000409,dancing,1grams
21,0.000046,21,0.000409,others,1grams
21,0.000046,21,0.000409,coute,1grams
21,0.000046,21,0.000409,usava,1grams
21,0.000046,21,0.000409,longer,1grams
21,0.000046,21,0.000409,#Etsy,1grams
21,0.000046,21,0.000409,blog,1grams
21,0.000046,21,0.000409,جلتي,1grams
21,0.000046,20,0.000389,apple,1grams
21,0.000046,21,0.000409,itunesで再び１位に,1grams
20,0.000044,20,0.000389,@wa_nocchi_per,1grams
20,0.000044,18,0.000350,cacharel,1grams
20,0.000044,20,0.000389,suma,1grams
20,0.000044,20,0.000389,sell,1grams
20,0.000044,20,0.000389,pies,1grams
20,0.000044,20,0.000389,2lts,1grams
20,0.000044,20,0.000389,untuk,1grams
20,0.000044,20,0.000389,0ogybaynw0,1grams
20,0.000044,20,0.000389,banderas,1grams
20,0.000044,20,0.000389,غامض,1grams
20,0.000044,20,0.000389,#Gifts,1grams
20,0.000044,20,0.000389,@abcroyoo,1grams
20,0.000044,20,0.000389,عنبر,1grams
20,0.000044,20,0.000389,atrás,1grams
20,0.000044,20,0.000389,rainbow,1grams
20,0.000044,19,0.000370,peace,1grams
20,0.000044,16,0.000311,hardy,1grams
20,0.000044,19,0.000370,organic,1grams
20,0.000044,20,0.000389,fragancia,1grams
20,0.000044,18,0.000350,buying,1grams
20,0.000044,20,0.000389,وثمين,1grams
20,0.000044,20,0.000389,news更新,1grams
20,0.000044,18,0.000350,chegando,1grams
20,0.000044,20,0.000389,bqnwffon31,1grams
20,0.000044,20,0.000389,كالذهب,1grams
20,0.000044,20,0.000389,@ellvxo,1grams
20,0.000044,20,0.000389,carro,1grams
20,0.000044,20,0.000389,opium,1grams
20,0.000044,20,0.000389,tease,1grams
20,0.000044,20,0.000389,spend,1grams
20,0.000044,20,0.000389,lelaki,1grams
20,0.000044,20,0.000389,#women,1grams
20,0.000044,20,0.000389,decir,1grams
20,0.000044,20,0.000389,todavía,1grams
20,0.000044,20,0.000389,tomar,1grams
20,0.000044,19,0.000370,having,1grams
20,0.000044,20,0.000389,ありがとう,1grams
20,0.000044,20,0.000389,@GallardoJose_,1grams
20,0.000044,20,0.000389,between,1grams
20,0.000044,20,0.000389,cuerpo,1grams
20,0.000044,11,0.000214,bukan,1grams
20,0.000044,16,0.000311,lempicka,1grams
20,0.000044,19,0.000370,onda,1grams
20,0.000044,18,0.000350,había,1grams
20,0.000044,13,0.000253,jimmy,1grams
20,0.000044,20,0.000389,@heyifeellike,1grams
20,0.000044,20,0.000389,poison,1grams
20,0.000044,19,0.000370,escape,1grams
20,0.000044,10,0.000195,مجاني,1grams
20,0.000044,20,0.000389,debilidades,1grams
20,0.000044,16,0.000311,note,1grams
20,0.000044,20,0.000389,وأنثوي,1grams
20,0.000044,18,0.000350,atmosphere,1grams
20,0.000044,20,0.000389,literally,1grams
20,0.000044,20,0.000389,cmllpxxga1,1grams
20,0.000044,19,0.000370,bebe,1grams
20,0.000044,20,0.000389,@s2_Perfume_s2,1grams
20,0.000044,20,0.000389,event,1grams
20,0.000044,20,0.000389,necesito,1grams
20,0.000044,20,0.000389,went,1grams
20,0.000044,18,0.000350,wild,1grams
19,0.000042,19,0.000370,#녹음러_트친소,1grams
19,0.000042,19,0.000370,rt해주시면,1grams
19,0.000042,19,0.000370,gardening,1grams
19,0.000042,19,0.000370,brhugavarh,1grams
19,0.000042,19,0.000370,#UAE,1grams
19,0.000042,18,0.000350,sometimes,1grams
19,0.000042,19,0.000370,ghusl,1grams
19,0.000042,19,0.000370,worth,1grams
19,0.000042,19,0.000370,huela,1grams
19,0.000042,19,0.000370,sampai,1grams
19,0.000042,19,0.000370,handful,1grams
19,0.000042,8,0.000156,bora,1grams
19,0.000042,19,0.000370,初回限定盤,1grams
19,0.000042,19,0.000370,close,1grams
19,0.000042,19,0.000370,#prfm_mp,1grams
19,0.000042,19,0.000370,ダンスコラボ,1grams
19,0.000042,19,0.000370,@Shoppingforgift,1grams
19,0.000042,19,0.000370,vuelve,1grams
19,0.000042,19,0.000370,adão,1grams
19,0.000042,19,0.000370,foto,1grams
19,0.000042,19,0.000370,nql776oocm,1grams
19,0.000042,19,0.000370,mirada,1grams
19,0.000042,19,0.000370,filled,1grams
19,0.000042,19,0.000370,kevin,1grams
19,0.000042,19,0.000370,放送スタート,1grams
19,0.000042,19,0.000370,wonder,1grams
19,0.000042,19,0.000370,cockroach,1grams
19,0.000042,19,0.000370,@Namie___738,1grams
19,0.000042,19,0.000370,今日も様々な方々からコメントを頂きました,1grams
19,0.000042,17,0.000331,suave,1grams
19,0.000042,19,0.000370,joke,1grams
19,0.000042,19,0.000370,school,1grams
19,0.000042,19,0.000370,64emulfpbx,1grams
19,0.000042,19,0.000370,@Libertarei,1grams
19,0.000042,19,0.000370,الرفاهية,1grams
19,0.000042,19,0.000370,senses,1grams
19,0.000042,19,0.000370,glee,1grams
19,0.000042,19,0.000370,新しいレッスン着きたー,1grams
19,0.000042,19,0.000370,잡아드립니다,1grams
19,0.000042,12,0.000233,cake,1grams
19,0.000042,19,0.000370,deputado,1grams
19,0.000042,19,0.000370,perfumeファンクラブ会員限定グッズ,1grams
19,0.000042,19,0.000370,pasar,1grams
19,0.000042,19,0.000370,silly,1grams
19,0.000042,17,0.000331,dust,1grams
19,0.000042,19,0.000370,きゃりーぱみゅぱみゅ,1grams
19,0.000042,19,0.000370,どんどん絡んで下さい,1grams
19,0.000042,12,0.000233,half,1grams
19,0.000042,19,0.000370,10days,1grams
19,0.000042,19,0.000370,biar,1grams
19,0.000042,12,0.000233,choo,1grams
19,0.000042,18,0.000350,acqua,1grams
19,0.000042,19,0.000370,本日21,1grams
19,0.000042,19,0.000370,bathing,1grams
19,0.000042,18,0.000350,cheira,1grams
19,0.000042,19,0.000370,لنا٠,1grams
19,0.000042,19,0.000370,#news,1grams
19,0.000042,18,0.000350,maybe,1grams
19,0.000042,19,0.000370,bathe,1grams
19,0.000042,19,0.000370,@bretmanrock,1grams
19,0.000042,19,0.000370,広島の皆さまぜひお聞きください,1grams
19,0.000042,19,0.000370,auction,1grams
19,0.000042,19,0.000370,ｐｅｒｆｕｍｅのインスタが万華鏡みたいだと話題,1grams
19,0.000042,19,0.000370,全体を見るとひとつながりの画像に,1grams
19,0.000042,19,0.000370,初の姉妹レギュラーラジオ番組です,1grams
19,0.000042,19,0.000370,christmas,1grams
19,0.000042,19,0.000370,gm79zakvhe,1grams
19,0.000042,19,0.000370,perfumeアカ作りました,1grams
19,0.000042,19,0.000370,オンエア曲,1grams
19,0.000042,19,0.000370,soledad,1grams
19,0.000042,19,0.000370,dejo,1grams
19,0.000042,19,0.000370,creme,1grams
19,0.000042,19,0.000370,arrived,1grams
19,0.000042,19,0.000370,davidoff,1grams
19,0.000042,19,0.000370,f24cumf1fl,1grams
19,0.000042,19,0.000370,coisas,1grams
19,0.000042,19,0.000370,ちゃん編,1grams
19,0.000042,19,0.000370,@YouTubeさんから,1grams
19,0.000042,19,0.000370,found,1grams
19,0.000042,19,0.000370,nrdahii9fj,1grams
19,0.000042,18,0.000350,menina,1grams
19,0.000042,19,0.000370,contigo,1grams
19,0.000042,18,0.000350,veio,1grams
19,0.000042,19,0.000370,nombre,1grams
19,0.000042,19,0.000370,fxo9kko2zi,1grams
19,0.000042,19,0.000370,ixgxramhw4,1grams
19,0.000042,19,0.000370,@LadaliaDinero,1grams
19,0.000042,19,0.000370,昔のすっぴん写真,1grams
19,0.000042,19,0.000370,bonito,1grams
19,0.000042,19,0.000370,against,1grams
19,0.000042,19,0.000370,livedoor,1grams
19,0.000042,19,0.000370,lamb,1grams
19,0.000042,19,0.000370,sjkqljftsu,1grams
19,0.000042,19,0.000370,#GIVEAWAY,1grams
19,0.000042,19,0.000370,saudoso,1grams
19,0.000042,19,0.000370,@Perfume_tenki,1grams
19,0.000042,19,0.000370,oasis,1grams
19,0.000042,17,0.000331,だいじょばない,1grams
19,0.000042,19,0.000370,beautybaseltd,1grams
19,0.000042,19,0.000370,class,1grams
19,0.000042,19,0.000370,elegant,1grams
19,0.000042,19,0.000370,pior,1grams
19,0.000042,19,0.000370,@mariobautista_,1grams
19,0.000042,19,0.000370,impecheament,1grams
19,0.000042,19,0.000370,horas,1grams
19,0.000042,19,0.000370,nooo,1grams
19,0.000042,19,0.000370,tortura,1grams
19,0.000042,19,0.000370,阿部真央,1grams
19,0.000042,19,0.000370,told,1grams
19,0.000042,19,0.000370,balinha,1grams
19,0.000042,19,0.000370,otazba1iic,1grams
19,0.000042,19,0.000370,info,1grams
19,0.000042,19,0.000370,presente,1grams
19,0.000042,19,0.000370,原作者の末次由紀先生からコメントを頂きました,1grams
19,0.000042,19,0.000370,@BelfastLive,1grams
