total count,percent of total,activties count,percent of activities,tokens,n_gram
11,0.000024,11,0.000214,آﻵستغفآر,1grams
11,0.000024,11,0.000214,@Perfume_1204,1grams
11,0.000024,11,0.000214,recuerda,1grams
11,0.000024,11,0.000214,@Sephora,1grams
11,0.000024,11,0.000214,#サンストリート亀戸,1grams
11,0.000024,11,0.000214,wpm3h17q7q,1grams
11,0.000024,10,0.000195,emporio,1grams
11,0.000024,11,0.000214,fragranc,1grams
11,0.000024,11,0.000214,vivid,1grams
11,0.000024,11,0.000214,これどうなってんの,1grams
11,0.000024,11,0.000214,loja,1grams
11,0.000024,11,0.000214,@AndrewBloch,1grams
11,0.000024,11,0.000214,último,1grams
11,0.000024,11,0.000214,@0890Gen_Perfume,1grams
11,0.000024,11,0.000214,levar,1grams
11,0.000024,11,0.000214,@kkkkjkajd,1grams
11,0.000024,11,0.000214,pendant,1grams
11,0.000024,11,0.000214,sonho,1grams
11,0.000024,11,0.000214,#眠たい,1grams
11,0.000024,11,0.000214,imposible,1grams
11,0.000024,11,0.000214,echado,1grams
11,0.000024,11,0.000214,falanga,1grams
11,0.000024,11,0.000214,esos,1grams
11,0.000024,11,0.000214,fqgnt7vvpf,1grams
11,0.000024,11,0.000214,ファンクラブ先行当選,1grams
11,0.000024,11,0.000214,今日はエイプリルフールじゃよ,1grams
11,0.000024,11,0.000214,#Etsymntt,1grams
11,0.000024,11,0.000214,でんぱ組,1grams
11,0.000024,11,0.000214,@Milii1Llanos,1grams
11,0.000024,11,0.000214,vamo,1grams
11,0.000024,11,0.000214,#新中3,1grams
11,0.000024,11,0.000214,smile,1grams
11,0.000024,11,0.000214,peor,1grams
11,0.000024,11,0.000214,lampworkbench,1grams
11,0.000024,11,0.000214,だいっきらい,1grams
11,0.000024,10,0.000195,amoooor,1grams
11,0.000024,11,0.000214,セキスイハイムスーパーアリーナ,1grams
11,0.000024,11,0.000214,@SoyReFiestera,1grams
11,0.000024,11,0.000214,#onsale…,1grams
11,0.000024,11,0.000214,pursuing,1grams
11,0.000024,11,0.000214,espirrando,1grams
11,0.000024,11,0.000214,#そのまま,1grams
11,0.000024,11,0.000214,discover,1grams
11,0.000024,11,0.000214,#かっしかし,1grams
11,0.000024,11,0.000214,perdí,1grams
11,0.000024,10,0.000195,premier,1grams
11,0.000024,11,0.000214,こんなに苦労しているアイドルはいない,1grams
11,0.000024,11,0.000214,clear,1grams
11,0.000024,11,0.000214,fosse,1grams
11,0.000024,11,0.000214,both,1grams
11,0.000024,11,0.000214,espera,1grams
11,0.000024,10,0.000195,princess,1grams
11,0.000024,11,0.000214,الرزق,1grams
11,0.000024,9,0.000175,army,1grams
11,0.000024,11,0.000214,8mxreapswd,1grams
11,0.000024,11,0.000214,puedes,1grams
11,0.000024,11,0.000214,tokyo,1grams
11,0.000024,11,0.000214,egeo,1grams
11,0.000024,11,0.000214,dave,1grams
11,0.000024,11,0.000214,children,1grams
11,0.000024,11,0.000214,acting,1grams
11,0.000024,10,0.000195,papá,1grams
11,0.000024,11,0.000214,papo,1grams
11,0.000024,11,0.000214,força,1grams
11,0.000024,11,0.000214,hiua,1grams
11,0.000024,11,0.000214,@houseoffraser,1grams
11,0.000024,11,0.000214,traiga,1grams
11,0.000024,11,0.000214,meatpacking,1grams
11,0.000024,11,0.000214,9feq,1grams
11,0.000024,10,0.000195,bathroom,1grams
11,0.000024,11,0.000214,うそうそ,1grams
11,0.000024,11,0.000214,vivo,1grams
11,0.000024,11,0.000214,supe,1grams
11,0.000024,11,0.000214,midnight,1grams
11,0.000024,11,0.000214,ホーリーの振り付けも素晴らしい,1grams
11,0.000024,11,0.000214,confronto,1grams
11,0.000024,11,0.000214,yll8odmyyo,1grams
11,0.000024,11,0.000214,وسعة,1grams
11,0.000024,11,0.000214,mente,1grams
11,0.000024,11,0.000214,musica,1grams
11,0.000024,11,0.000214,direito,1grams
11,0.000024,11,0.000214,#髪ぼさ,1grams
11,0.000024,11,0.000214,#DEALS,1grams
11,0.000024,11,0.000214,亀戸サンストリートで,1grams
11,0.000024,11,0.000214,murderer,1grams
11,0.000024,11,0.000214,book,1grams
10,0.000022,10,0.000195,acertar,1grams
10,0.000022,10,0.000195,@davelackie,1grams
10,0.000022,10,0.000195,تغليف,1grams
10,0.000022,10,0.000195,マカロニ,1grams
10,0.000022,10,0.000195,kkkkkkkk,1grams
10,0.000022,10,0.000195,perfumer,1grams
10,0.000022,10,0.000195,verde,1grams
10,0.000022,10,0.000195,@kashiyucar,1grams
10,0.000022,10,0.000195,rola,1grams
10,0.000022,10,0.000195,الأزرق,1grams
10,0.000022,10,0.000195,promocionar,1grams
10,0.000022,10,0.000195,#Meguraimv,1grams
10,0.000022,10,0.000195,néctar,1grams
10,0.000022,10,0.000195,@dicksland,1grams
10,0.000022,10,0.000195,#جمعه_مباركه,1grams
10,0.000022,10,0.000195,coração,1grams
10,0.000022,10,0.000195,past,1grams
10,0.000022,10,0.000195,水卜ちゃん,1grams
10,0.000022,10,0.000195,sabio,1grams
10,0.000022,10,0.000195,talvez,1grams
10,0.000022,9,0.000175,pleasures,1grams
10,0.000022,10,0.000195,pressed,1grams
10,0.000022,10,0.000195,@MyproteinUK,1grams
10,0.000022,10,0.000195,@keitoookubo2,1grams
10,0.000022,10,0.000195,@AlinaDal_F,1grams
10,0.000022,10,0.000195,#FASHION,1grams
10,0.000022,10,0.000195,deoderant,1grams
10,0.000022,10,0.000195,sweater,1grams
10,0.000022,8,0.000156,dogs,1grams
10,0.000022,10,0.000195,neltje,1grams
10,0.000022,10,0.000195,hana,1grams
10,0.000022,10,0.000195,@Perfume_0729,1grams
10,0.000022,10,0.000195,alguns,1grams
10,0.000022,10,0.000195,claris,1grams
10,0.000022,10,0.000195,@miryminaj,1grams
10,0.000022,10,0.000195,かわいすぎる,1grams
10,0.000022,10,0.000195,@milk_xoxo_ang,1grams
10,0.000022,9,0.000175,daggers,1grams
10,0.000022,10,0.000195,perfumeの使った蛍光灯を,1grams
10,0.000022,10,0.000195,lista,1grams
10,0.000022,10,0.000195,mezcla,1grams
10,0.000022,10,0.000195,merry,1grams
10,0.000022,10,0.000195,5曲目perfume,1grams
10,0.000022,10,0.000195,suba,1grams
10,0.000022,10,0.000195,moisture,1grams
10,0.000022,10,0.000195,outras,1grams
10,0.000022,10,0.000195,lasagne,1grams
10,0.000022,10,0.000195,ポリループしたわけですねww,1grams
10,0.000022,8,0.000156,ellen,1grams
10,0.000022,10,0.000195,@buscazine,1grams
10,0.000022,10,0.000195,6qhxeqywge,1grams
10,0.000022,10,0.000195,excellent,1grams
10,0.000022,10,0.000195,enamorada,1grams
10,0.000022,10,0.000195,parecernos,1grams
10,0.000022,10,0.000195,@cd_ranking1,1grams
10,0.000022,10,0.000195,picture,1grams
10,0.000022,10,0.000195,goes,1grams
10,0.000022,10,0.000195,cast,1grams
10,0.000022,9,0.000175,jadore,1grams
10,0.000022,10,0.000195,cfynxglmfy,1grams
10,0.000022,10,0.000195,nenhum,1grams
10,0.000022,10,0.000195,@HMV_Sakae,1grams
10,0.000022,10,0.000195,wz9ycm16bg,1grams
10,0.000022,9,0.000175,vole,1grams
10,0.000022,10,0.000195,有吉さん,1grams
10,0.000022,9,0.000175,promo,1grams
10,0.000022,10,0.000195,コミックナタリー,1grams
10,0.000022,10,0.000195,huellas,1grams
10,0.000022,10,0.000195,الثبات,1grams
10,0.000022,10,0.000195,@Bloomingdales,1grams
10,0.000022,10,0.000195,chile,1grams
10,0.000022,10,0.000195,fotos,1grams
10,0.000022,10,0.000195,1v1pjegxex,1grams
10,0.000022,10,0.000195,كريد,1grams
10,0.000022,10,0.000195,nesse,1grams
10,0.000022,10,0.000195,@blogdacrisfeu,1grams
10,0.000022,10,0.000195,section,1grams
10,0.000022,10,0.000195,pics,1grams
10,0.000022,10,0.000195,#health,1grams
10,0.000022,10,0.000195,pasan,1grams
10,0.000022,10,0.000195,francia,1grams
10,0.000022,10,0.000195,bañarme,1grams
10,0.000022,10,0.000195,sentís,1grams
10,0.000022,10,0.000195,letras,1grams
10,0.000022,10,0.000195,のメンバーを描きました,1grams
10,0.000022,10,0.000195,macys,1grams
10,0.000022,10,0.000195,recoge,1grams
10,0.000022,10,0.000195,pobre,1grams
10,0.000022,8,0.000156,victorinox,1grams
10,0.000022,10,0.000195,comprarme,1grams
10,0.000022,10,0.000195,tonight,1grams
10,0.000022,10,0.000195,global,1grams
10,0.000022,10,0.000195,cumple,1grams
10,0.000022,10,0.000195,#ちはやふる見たい人リツイート,1grams
10,0.000022,10,0.000195,goat,1grams
10,0.000022,10,0.000195,llegas,1grams
10,0.000022,10,0.000195,@ika_perfume,1grams
10,0.000022,10,0.000195,３人ともﾀﾞｲｽｷです,1grams
10,0.000022,10,0.000195,@NiallOfficial,1grams
10,0.000022,10,0.000195,macam,1grams
10,0.000022,9,0.000175,likes,1grams
10,0.000022,10,0.000195,#itunes,1grams
10,0.000022,9,0.000175,shakira,1grams
10,0.000022,10,0.000195,@amazon,1grams
10,0.000022,10,0.000195,水曜日にはperfumeさんが登場,1grams
10,0.000022,10,0.000195,historia,1grams
10,0.000022,9,0.000175,dekat,1grams
10,0.000022,10,0.000195,パーフェクトスター,1grams
10,0.000022,10,0.000195,1f1ryhbkqd,1grams
10,0.000022,10,0.000195,acoustic,1grams
10,0.000022,10,0.000195,points,1grams
10,0.000022,10,0.000195,#official,1grams
10,0.000022,8,0.000156,tracy,1grams
10,0.000022,5,0.000097,billion,1grams
10,0.000022,10,0.000195,accidentally,1grams
10,0.000022,10,0.000195,@Arashida0718,1grams
10,0.000022,10,0.000195,#Perfume好きな人リツイート,1grams
10,0.000022,10,0.000195,sama,1grams
10,0.000022,10,0.000195,アメトーーク,1grams
10,0.000022,10,0.000195,fall,1grams
10,0.000022,10,0.000195,pena,1grams
10,0.000022,10,0.000195,dañar,1grams
10,0.000022,10,0.000195,create,1grams
10,0.000022,10,0.000195,والفخامة,1grams
10,0.000022,10,0.000195,h3rcj,1grams
10,0.000022,10,0.000195,areas,1grams
10,0.000022,10,0.000195,#10CrosbyFilms,1grams
10,0.000022,10,0.000195,fw2qiei4qg,1grams
10,0.000022,10,0.000195,obvio,1grams
10,0.000022,10,0.000195,パーフェクトスタイル,1grams
10,0.000022,10,0.000195,circa,1grams
10,0.000022,10,0.000195,reveals,1grams
10,0.000022,10,0.000195,legal,1grams
10,0.000022,8,0.000156,garnet,1grams
10,0.000022,9,0.000175,bubbles,1grams
10,0.000022,10,0.000195,0554254475,1grams
10,0.000022,1,0.000019,チョコレイトディスコ,1grams
10,0.000022,10,0.000195,@_______Perfume,1grams
10,0.000022,10,0.000195,maison,1grams
10,0.000022,10,0.000195,superar,1grams
10,0.000022,10,0.000195,haga,1grams
10,0.000022,10,0.000195,嵐のperfume風自己紹介,1grams
10,0.000022,10,0.000195,hahahaha,1grams
10,0.000022,10,0.000195,やってみようかな,1grams
10,0.000022,9,0.000175,sunflowers,1grams
10,0.000022,10,0.000195,copão,1grams
10,0.000022,10,0.000195,bitches,1grams
10,0.000022,10,0.000195,yg6fejcqei,1grams
10,0.000022,10,0.000195,ポルノさんで,1grams
10,0.000022,10,0.000195,#FM802,1grams
10,0.000022,10,0.000195,音楽と人,1grams
10,0.000022,9,0.000175,nova,1grams
10,0.000022,10,0.000195,leer,1grams
10,0.000022,10,0.000195,@kuupon_magajin_,1grams
10,0.000022,9,0.000175,mana,1grams
10,0.000022,10,0.000195,tarifa,1grams
10,0.000022,10,0.000195,ofreces,1grams
10,0.000022,10,0.000195,نعمل,1grams
10,0.000022,10,0.000195,sini,1grams
10,0.000022,10,0.000195,clipping,1grams
10,0.000022,10,0.000195,@eBay,1grams
10,0.000022,10,0.000195,disponible,1grams
10,0.000022,10,0.000195,buso,1grams
10,0.000022,10,0.000195,system,1grams
10,0.000022,10,0.000195,jirickova,1grams
10,0.000022,10,0.000195,@Yumi_Perfume,1grams
10,0.000022,10,0.000195,appear,1grams
10,0.000022,10,0.000195,homens,1grams
10,0.000022,10,0.000195,abeja,1grams
10,0.000022,10,0.000195,#ValentinesDay,1grams
10,0.000022,10,0.000195,@okb_o,1grams
10,0.000022,10,0.000195,hell,1grams
10,0.000022,9,0.000175,yurman,1grams
10,0.000022,10,0.000195,#KatyPerry…,1grams
10,0.000022,10,0.000195,rasa,1grams
10,0.000022,10,0.000195,@pf25st,1grams
10,0.000022,10,0.000195,@Perfume_yui6090,1grams
10,0.000022,9,0.000175,baiser,1grams
10,0.000022,7,0.000136,asian,1grams
10,0.000022,10,0.000195,@alphabetsuccess,1grams
10,0.000022,10,0.000195,mean,1grams
10,0.000022,10,0.000195,bello,1grams
10,0.000022,10,0.000195,vendo,1grams
10,0.000022,10,0.000195,@beautybrite,1grams
10,0.000022,10,0.000195,feito,1grams
10,0.000022,10,0.000195,相互希望,1grams
10,0.000022,10,0.000195,@jujucme,1grams
10,0.000022,10,0.000195,garota,1grams
10,0.000022,9,0.000175,pelotuda,1grams
10,0.000022,10,0.000195,セカオワ,1grams
10,0.000022,10,0.000195,واتس,1grams
10,0.000022,10,0.000195,sueño,1grams
10,0.000022,10,0.000195,mixed,1grams
10,0.000022,10,0.000195,deep,1grams
10,0.000022,5,0.000097,#Rihanna,1grams
10,0.000022,10,0.000195,meses,1grams
10,0.000022,10,0.000195,اللامحدودة,1grams
10,0.000022,10,0.000195,verdade,1grams
10,0.000022,8,0.000156,lagerfeld,1grams
10,0.000022,10,0.000195,dengan,1grams
10,0.000022,10,0.000195,للرياض,1grams
10,0.000022,10,0.000195,@perfume_daichi,1grams
10,0.000022,10,0.000195,precio,1grams
10,0.000022,10,0.000195,あーちゃん,1grams
10,0.000022,5,0.000097,snow,1grams
10,0.000022,10,0.000195,announce,1grams
10,0.000022,10,0.000195,voucher,1grams
10,0.000022,10,0.000195,@LaurenConrad,1grams
10,0.000022,10,0.000195,#retro,1grams
10,0.000022,10,0.000195,klik,1grams
10,0.000022,10,0.000195,actress,1grams
10,0.000022,10,0.000195,kroos,1grams
10,0.000022,10,0.000195,@brunabruunaa,1grams
10,0.000022,10,0.000195,magnolia,1grams
10,0.000022,10,0.000195,beyoncé,1grams
10,0.000022,10,0.000195,dicas,1grams
10,0.000022,10,0.000195,anywhere,1grams
10,0.000022,10,0.000195,معدى,1grams
10,0.000022,10,0.000195,echo,1grams
10,0.000022,10,0.000195,benzema,1grams
10,0.000022,10,0.000195,present,1grams
10,0.000022,10,0.000195,@Perfume_CONNECT,1grams
10,0.000022,10,0.000195,4zgku0x9ts,1grams
10,0.000022,10,0.000195,perfumeのcling,1grams
10,0.000022,10,0.000195,#esxence2016,1grams
10,0.000022,10,0.000195,pulso,1grams
10,0.000022,9,0.000175,backpack,1grams
10,0.000022,10,0.000195,debut,1grams
10,0.000022,10,0.000195,minajesty,1grams
10,0.000022,10,0.000195,modric,1grams
10,0.000022,10,0.000195,#聞いたことある人リツイート,1grams
10,0.000022,10,0.000195,prefer,1grams
10,0.000022,9,0.000175,laundry,1grams
10,0.000022,10,0.000195,quita,1grams
10,0.000022,10,0.000195,ucci,1grams
10,0.000022,10,0.000195,15ml,1grams
10,0.000022,10,0.000195,cree,1grams
10,0.000022,10,0.000195,947円,1grams
10,0.000022,9,0.000175,fleur,1grams
10,0.000022,10,0.000195,verscheen,1grams
10,0.000022,10,0.000195,movie,1grams
10,0.000022,10,0.000195,アルバム,1grams
10,0.000022,10,0.000195,prefiro,1grams
10,0.000022,10,0.000195,#scentoftheday,1grams
10,0.000022,10,0.000195,doing,1grams
10,0.000022,10,0.000195,フォローお願いしますd,1grams
10,0.000022,10,0.000195,genuine,1grams
10,0.000022,10,0.000195,#jewelry,1grams
10,0.000022,10,0.000195,@obxcurity,1grams
10,0.000022,10,0.000195,@ThePerfumeShop,1grams
10,0.000022,10,0.000195,leather,1grams
10,0.000022,10,0.000195,business,1grams
10,0.000022,10,0.000195,kashiyuka,1grams
10,0.000022,10,0.000195,casual,1grams
10,0.000022,9,0.000175,jour,1grams
10,0.000022,10,0.000195,#giftidea,1grams
10,0.000022,10,0.000195,#OneDirection,1grams
10,0.000022,10,0.000195,يعرف,1grams
10,0.000022,10,0.000195,gastar,1grams
10,0.000022,9,0.000175,pescoço,1grams
10,0.000022,10,0.000195,dpk4rgtecx,1grams
10,0.000022,10,0.000195,محتاجين,1grams
10,0.000022,10,0.000195,toppings,1grams
10,0.000022,8,0.000156,honey,1grams
10,0.000022,10,0.000195,definitely,1grams
10,0.000022,10,0.000195,#nippon,1grams
10,0.000022,10,0.000195,hidratante,1grams
10,0.000022,10,0.000195,cabou,1grams
10,0.000022,10,0.000195,4592ooxwwn,1grams
10,0.000022,10,0.000195,riquisimo,1grams
10,0.000022,10,0.000195,@jequiti,1grams
10,0.000022,9,0.000175,sabanas,1grams
10,0.000022,10,0.000195,vino,1grams
10,0.000022,10,0.000195,yesterday,1grams
10,0.000022,10,0.000195,hzg6j3m8av,1grams
10,0.000022,10,0.000195,pensándolo,1grams
10,0.000022,10,0.000195,6t1crjtljs,1grams
10,0.000022,10,0.000195,#パフュクラさんはRT,1grams
10,0.000022,10,0.000195,oriental,1grams
10,0.000022,10,0.000195,cpsve77y9l,1grams
10,0.000022,10,0.000195,spread,1grams
10,0.000022,9,0.000175,fm802,1grams
10,0.000022,9,0.000175,hearts,1grams
10,0.000022,10,0.000195,presence,1grams
10,0.000022,10,0.000195,debate,1grams
10,0.000022,10,0.000195,@MDF_PANI_KASSAN,1grams
10,0.000022,9,0.000175,pudesse,1grams
10,0.000022,9,0.000175,essentielle,1grams
10,0.000022,10,0.000195,dejas,1grams
10,0.000022,10,0.000195,#oscar,1grams
10,0.000022,10,0.000195,choose,1grams
10,0.000022,10,0.000195,blanchan,1grams
10,0.000022,10,0.000195,leaving,1grams
10,0.000022,7,0.000136,amores,1grams
9,0.000020,9,0.000175,yahoo,1grams
9,0.000020,9,0.000175,rtしてくださった方フォローします,1grams
9,0.000020,9,0.000175,@meiosafados,1grams
9,0.000020,9,0.000175,puckers,1grams
9,0.000020,9,0.000175,pesos,1grams
9,0.000020,9,0.000175,是非皆さん協力お願いします,1grams
9,0.000020,9,0.000175,@momo_30music,1grams
9,0.000020,9,0.000175,アルバムflashから,1grams
9,0.000020,9,0.000175,2014年2月12日,1grams
9,0.000020,9,0.000175,mouth,1grams
9,0.000020,9,0.000175,difícil,1grams
9,0.000020,9,0.000175,perfume好きなの,1grams
9,0.000020,9,0.000175,lengkap,1grams
9,0.000020,9,0.000175,terminar,1grams
9,0.000020,9,0.000175,stuff,1grams
9,0.000020,9,0.000175,@jurgen_heurige,1grams
9,0.000020,9,0.000175,1995,1grams
9,0.000020,9,0.000175,señoras,1grams
9,0.000020,9,0.000175,#Parfum…,1grams
9,0.000020,9,0.000175,@Perfume_4135M,1grams
9,0.000020,9,0.000175,sangat,1grams
9,0.000020,9,0.000175,ちゃんの誕生日までに215rtを目指します,1grams
9,0.000020,9,0.000175,cabeza,1grams
9,0.000020,7,0.000136,spreads,1grams
9,0.000020,9,0.000175,tried,1grams
9,0.000020,9,0.000175,貴重な存在でした,1grams
9,0.000020,9,0.000175,@perfume_0619,1grams
9,0.000020,9,0.000175,instagram,1grams
9,0.000020,9,0.000175,サンドーム福井,1grams
9,0.000020,9,0.000175,evening,1grams
9,0.000020,9,0.000175,llevaba,1grams
9,0.000020,9,0.000175,@AveryPerfume,1grams
9,0.000020,9,0.000175,ordered,1grams
9,0.000020,9,0.000175,#Repost,1grams
9,0.000020,9,0.000175,camera,1grams
9,0.000020,9,0.000175,causa,1grams
9,0.000020,9,0.000175,@aserendipityspa,1grams
9,0.000020,9,0.000175,@StellaMcCartney’s,1grams
9,0.000020,9,0.000175,#ちはやふる」主題歌,1grams
9,0.000020,9,0.000175,世界で一番好きだ的な,1grams
9,0.000020,9,0.000175,perfumeスゴイぞ芸人,1grams
9,0.000020,9,0.000175,whatsapp,1grams
9,0.000020,9,0.000175,whiskey,1grams
9,0.000020,9,0.000175,father,1grams
9,0.000020,8,0.000156,nocchi,1grams
9,0.000020,7,0.000136,coupon,1grams
9,0.000020,9,0.000175,zero,1grams
9,0.000020,9,0.000175,新たな音楽の始まりの日,1grams
9,0.000020,9,0.000175,@MUSIC_365love,1grams
9,0.000020,9,0.000175,perro,1grams
9,0.000020,9,0.000175,misturado,1grams
9,0.000020,9,0.000175,botellita,1grams
9,0.000020,9,0.000175,tomo,1grams
9,0.000020,9,0.000175,encontre,1grams
9,0.000020,9,0.000175,館長さんの挨拶,1grams
9,0.000020,9,0.000175,wfbsewfq9x,1grams
9,0.000020,8,0.000156,orang,1grams
9,0.000020,9,0.000175,banyakkkk,1grams
9,0.000020,9,0.000175,@imCruelLeaYours,1grams
9,0.000020,9,0.000175,cbnmdf0dye,1grams
9,0.000020,9,0.000175,winner,1grams
9,0.000020,9,0.000175,misma,1grams
9,0.000020,9,0.000175,@Magisterlucis,1grams
9,0.000020,9,0.000175,#ksyk,1grams
9,0.000020,9,0.000175,7ex48wq8mj,1grams
9,0.000020,9,0.000175,later,1grams
9,0.000020,9,0.000175,座席指定券引換券,1grams
9,0.000020,9,0.000175,list,1grams
9,0.000020,9,0.000175,costumbre,1grams
9,0.000020,9,0.000175,@strangely_youth,1grams
9,0.000020,9,0.000175,بسترك,1grams
9,0.000020,9,0.000175,femail,1grams
9,0.000020,9,0.000175,@tweetuk,1grams
9,0.000020,9,0.000175,holiday,1grams
9,0.000020,9,0.000175,الجميل,1grams
9,0.000020,9,0.000175,sério,1grams
9,0.000020,9,0.000175,atuttujkze,1grams
9,0.000020,9,0.000175,tomou,1grams
9,0.000020,9,0.000175,2曲目perfume,1grams
9,0.000020,9,0.000175,forgiveness,1grams
9,0.000020,9,0.000175,أستـرنا,1grams
9,0.000020,8,0.000156,sera,1grams
9,0.000020,9,0.000175,llega,1grams
9,0.000020,9,0.000175,preferes,1grams
9,0.000020,9,0.000175,ibcpiamq18,1grams
9,0.000020,9,0.000175,@ideal_home_show,1grams
9,0.000020,9,0.000175,#一緒に頑張ってくれる人RT,1grams
9,0.000020,8,0.000156,voltar,1grams
9,0.000020,9,0.000175,clockwork,1grams
9,0.000020,9,0.000175,fuiiiiii,1grams
9,0.000020,9,0.000175,plan,1grams
9,0.000020,8,0.000156,sentar,1grams
9,0.000020,9,0.000175,gratis,1grams
9,0.000020,9,0.000175,tanta,1grams
9,0.000020,9,0.000175,mood,1grams
9,0.000020,9,0.000175,miga,1grams
9,0.000020,9,0.000175,lali,1grams
9,0.000020,9,0.000175,recue,1grams
9,0.000020,9,0.000175,@ksyk_prfmlove,1grams
9,0.000020,9,0.000175,vomitar,1grams
9,0.000020,9,0.000175,sackwkxpoh,1grams
9,0.000020,9,0.000175,v2pesd0dh5,1grams
9,0.000020,9,0.000175,oxgpko11rg,1grams
9,0.000020,9,0.000175,@RevistaSoHo,1grams
9,0.000020,9,0.000175,iwuwm,1grams
9,0.000020,9,0.000175,#552,1grams
9,0.000020,9,0.000175,qqzpd8macj,1grams
9,0.000020,9,0.000175,@Bbcbuta,1grams
9,0.000020,9,0.000175,juga,1grams
9,0.000020,9,0.000175,matando,1grams
9,0.000020,9,0.000175,enamore,1grams
9,0.000020,9,0.000175,iphone6,1grams
9,0.000020,9,0.000175,lcjthsjxnh,1grams
9,0.000020,9,0.000175,mild,1grams
9,0.000020,7,0.000136,yummy,1grams
9,0.000020,9,0.000175,もうすぐ,1grams
9,0.000020,9,0.000175,@Prfm_913,1grams
9,0.000020,9,0.000175,vigne,1grams
9,0.000020,8,0.000156,sebotol,1grams
9,0.000020,6,0.000117,azzaro,1grams
9,0.000020,9,0.000175,pening,1grams
9,0.000020,9,0.000175,と呼ばれるまでに皆さんに育てて頂いた,1grams
9,0.000020,9,0.000175,@MalvikaIyer,1grams
9,0.000020,9,0.000175,monster,1grams
9,0.000020,9,0.000175,@Nicksnacs4u,1grams
9,0.000020,9,0.000175,صباحي,1grams
9,0.000020,8,0.000156,wonderstruck,1grams
9,0.000020,9,0.000175,@MwrmDance,1grams
9,0.000020,9,0.000175,obsessed,1grams
9,0.000020,9,0.000175,liam,1grams
9,0.000020,8,0.000156,airport,1grams
9,0.000020,6,0.000117,otros,1grams
9,0.000020,9,0.000175,süskind,1grams
9,0.000020,7,0.000136,hermes,1grams
9,0.000020,9,0.000175,bila,1grams
9,0.000020,9,0.000175,alternate,1grams
9,0.000020,9,0.000175,#music,1grams
9,0.000020,9,0.000175,xlydj1mhi1,1grams
9,0.000020,9,0.000175,aquelas,1grams
9,0.000020,8,0.000156,feelings,1grams
9,0.000020,9,0.000175,@kwppik28,1grams
9,0.000020,7,0.000136,esperava,1grams
9,0.000020,9,0.000175,photo,1grams
9,0.000020,8,0.000156,head,1grams
9,0.000020,9,0.000175,الصلاة,1grams
9,0.000020,9,0.000175,#SoundCloud,1grams
9,0.000020,9,0.000175,nele,1grams
9,0.000020,9,0.000175,model,1grams
9,0.000020,9,0.000175,@Perfume_love___,1grams
9,0.000020,9,0.000175,#Jump4DutyFree,1grams
9,0.000020,9,0.000175,#اختطاف_طايره_مصريه,1grams
9,0.000020,9,0.000175,health,1grams
9,0.000020,9,0.000175,lackie,1grams
9,0.000020,9,0.000175,アコースティックアレンジ,1grams
9,0.000020,9,0.000175,@Perfume___46,1grams
9,0.000020,9,0.000175,g8gwzwv6kw,1grams
9,0.000020,9,0.000175,スパイス,1grams
9,0.000020,9,0.000175,#Bizitalk,1grams
9,0.000020,9,0.000175,gardenias,1grams
9,0.000020,9,0.000175,ترضى,1grams
9,0.000020,9,0.000175,looked,1grams
9,0.000020,9,0.000175,table,1grams
9,0.000020,9,0.000175,literal,1grams
9,0.000020,9,0.000175,sw1fv7,1grams
9,0.000020,9,0.000175,basta,1grams
9,0.000020,9,0.000175,#esxencenews,1grams
9,0.000020,9,0.000175,creed,1grams
9,0.000020,9,0.000175,こちらこそよろしくお願いします,1grams
9,0.000020,9,0.000175,2016年5月号,1grams
9,0.000020,9,0.000175,effective,1grams
9,0.000020,9,0.000175,يبات,1grams
9,0.000020,9,0.000175,massa,1grams
9,0.000020,9,0.000175,dolor,1grams
9,0.000020,9,0.000175,bañarse,1grams
9,0.000020,9,0.000175,vainilla,1grams
9,0.000020,9,0.000175,vzicbjsh5t,1grams
9,0.000020,9,0.000175,#luxury,1grams
9,0.000020,9,0.000175,package,1grams
9,0.000020,9,0.000175,#8217,1grams
9,0.000020,9,0.000175,gymfresh,1grams
9,0.000020,9,0.000175,jadi,1grams
9,0.000020,9,0.000175,church,1grams
9,0.000020,9,0.000175,@XyvyxMirage,1grams
9,0.000020,9,0.000175,straight,1grams
9,0.000020,9,0.000175,熱愛西島秀俊と竹内結子は熱愛していた,1grams
9,0.000020,9,0.000175,tomam,1grams
9,0.000020,7,0.000136,delas,1grams
9,0.000020,9,0.000175,babes,1grams
9,0.000020,8,0.000156,seus,1grams
9,0.000020,9,0.000175,5q68jsa5r6,1grams
9,0.000020,9,0.000175,traje,1grams
9,0.000020,9,0.000175,って男子高校生が寂しそうに言ってた,1grams
9,0.000020,9,0.000175,venta,1grams
9,0.000020,9,0.000175,clingを投稿してから丸１年経ちました,1grams
9,0.000020,9,0.000175,#RTした人で気になった人お迎え,1grams
9,0.000020,9,0.000175,kali,1grams
9,0.000020,9,0.000175,usually,1grams
9,0.000020,9,0.000175,perfumeとかもライブしたんですよね,1grams
9,0.000020,9,0.000175,maine,1grams
9,0.000020,9,0.000175,@Listia,1grams
9,0.000020,9,0.000175,artis,1grams
9,0.000020,9,0.000175,sooo,1grams
9,0.000020,9,0.000175,blooms,1grams
9,0.000020,9,0.000175,kung,1grams
9,0.000020,9,0.000175,相対性理論,1grams
9,0.000020,9,0.000175,@UnseenShreds,1grams
