number of retweets, user id, username(s)
1, 2827276688 ,niallofficialnt
1, 50724327 ,akkie_perfume
1, 305933451 ,valentinaliay
1, 229509740 ,drlindseyfitz
1, 715097484821798912 ,gotme_perfume
1, 770844799 ,kswaggiee_
1, 1286622619 ,djandreacila
1, 2689597044 ,photozapping
1, 114901423 ,lisaribeiro_
1, 3045579489 ,lorenabazzo
1, 254920290 ,airpureuk
1, 2184336546 ,micaelistafans1
1, 2498891335 ,aol476
1, 4469356697 ,juan28744338
1, 694970615682490369 ,naosouolucass
1, 2313390229 ,hectoralavisso
1, 1676352517 ,rachelhenady
1, 2788566529 ,akmoltooni
1, 481728744 ,testisfidelis
1, 4077824596 ,biel_sabatini
1, 2355676582 ,lulimurr
1, 2396131903 ,amomoz_0424
1, 2401238011 ,renmoriya
1, 713183247480410112 ,easy84bundle
1, 2225758974 ,renatosilvers
1, 234337119 ,sendraanderson
1, 712220166386376704 ,poco_fragrance
1, 779954516 ,lfgardens
1, 2340384140 ,silvermoon0313
1, 2878297038 ,mrei_0726
1, 1429195766 ,dairarobles1
1, 1628542520 ,vitparenti
1, 3003151760 ,stargazer006
1, 1273679256 ,perfume_love121
1, 2411378075 ,whoisjunioor
1, 609561243 ,rebeca__lynn
1, 1222943958 ,andradeadryane
1, 4011603321 ,projetolsbr
1, 1703796642 ,lucasmendozaaa
1, 1535279558 ,merymarch2016
1, 78145127 ,miirescardoso
1, 1898380130 ,ssalvatierra15
1, 2595170557 ,gimeokk
1, 158023954 ,natsuki0613
1, 901619090 ,writerjomalby
1, 4241756907 ,soapstall
1, 2867567991 ,camila_salem22
1, 616308132 ,gardengirllucy
1, 1002815468 ,karolinealdigor
1, 2547440358 ,sakurachiriyuku
1, 124798289 ,wearbrklynat
1, 315918998 ,amndgmss
1, 30716000 ,esthephanyayala
1, 368922029 ,_forteplease
1, 3189178178 ,spongebobmemss
1, 2870989564 ,crl_caa
1, 232989941 ,enrolei
1, 290229547 ,_sgtto
1, 807365071 ,minorebajrock
1, 2209151465 ,mc_funbags
1, 135686847 ,ryota_the_jest
1, 535198318 ,ksykanpai
1, 3610105334 ,travis_lim_ent
1, 1737453349 ,trulygbz
1, 4181378254 ,bibialmeidask8
1, 153272660 ,retronoir
1, 2676381745 ,josh_delacruz8
1, 4356021554 ,parufume
1, 2550835782 ,caroalde
1, 3356057783 ,penscsent
1, 3299766063 ,abigailllaser
1, 3388130789 ,bangtanys
1, 373539616 ,libraterms
1, 2512094238 ,nkt_prfm_
1, 2781522007 ,shiori_macarom
1, 3836736855 ,tee_coosta
1, 3174459335 ,amor_perfeitos
1, 379259173 ,hansensoldier
1, 58617262 ,nikkicandles
1, 2272465426 ,thatsotrinca
1, 132330417 ,islamicthinking
1, 1405932306 ,srta_jow_jow
1, 203567627 ,aizaazreen
1, 338007458 ,dale_dixon
1, 183139822 ,helaucker
1, 172411932 ,ale_jaramillo
1, 2356237472 ,jackperfume
1, 1161131293 ,riotttvan
1, 1341790747 ,mbm282828
1, 2935957174 ,ramzoliver
1, 979726224 ,jaimeeedwards_
1, 29396943 ,loserkid745
1, 2965706759 ,palabradputa
1, 4907041032 ,yuuuu_yuuuuka
1, 323241284 ,xochitl_arg
1, 3494196921 ,lifeoflari
1, 588030069 ,marcelamaffa
1, 4721168896 ,karolg4rchame
1, 2148656035 ,carmenmaraespin
1, 2260998918 ,yu_meshi
1, 2981443473 ,ngmvictoria
1, 112483928 ,saku2080
1, 2408544512 ,dizdiz_mk
1, 811458691 ,noeliajuarez11
1, 2782219568 ,merchqatar
1, 4785467896 ,cellar59lyme
1, 4833590844 ,rei_fragrance
1, 537144593 ,jolovesofficial
1, 1202068862 ,mayfairandgrace
1, 190770747 ,evelynwtf
1, 549020625 ,cwatsky
1, 225911230 ,deezus216
1, 172913150 ,cimpudd
1, 467061275 ,dimemaylin
1, 444165305 ,idolpv
1, 529360884 ,perfume_wrh
1, 369507149 ,somos_sapatao
1, 701950658056859650 ,pgloveboy
1, 1090693873 ,anitagonz15
1, 3018222475 ,republicofsia
1, 2959330361 ,napturallyc
1, 373127498 ,sillyycupcakee_
1, 1118443736 ,azuul87
1, 2478990878 ,ameliamillanz
1, 1170250526 ,melimoyanoo
1, 705057893889003522 ,cmanglas
1, 610520294 ,tbhzayn
1, 1668920648 ,bsmtns
1, 469813490 ,austinqbeck09
1, 308573746 ,kutschenmayara
1, 601918646 ,wgfkelley
1, 4196290948 ,analuzica
1, 1884328886 ,garciaanto15
1, 2895319929 ,nagiulha
1, 790254583 ,ericapenha330
1, 266529472 ,carlafacciolo
1, 1054505935 ,ohemmeg
1, 2360774786 ,aisu_perfume
1, 2282099547 ,analiviacostaa
1, 3730498282 ,pibiblia
1, 3122561665 ,johnwhitlock10
1, 38676903 ,easyjet
1, 708661881263624193 ,naaaaana_0307
1, 757449852 ,shakiratimor
1, 2251170176 ,inspiredlifeinc
1, 894254353 ,jujudelarmelina
1, 359758703 ,smtown_snsd
1, 2610266460 ,global_present
1, 1004640145 ,frodotario
1, 3923616195 ,feligron
1, 262366301 ,teqniqmike
1, 4920473405 ,biancareligion
1, 4108107759 ,micaelali4
1, 341563715 ,shirdisailondon
1, 206701709 ,eguchi_bluen
1, 232619158 ,iam_usyy44
1, 246273418 ,sigaarmandinho
1, 2239597849 ,cakep0rn
1, 2595280141 ,oldfolkproblms
1, 2419460616 ,pericles555
1, 2827549062 ,librea2miyuu
1, 443989528 ,brand_venus
1, 39278803 ,candle_supplies
1, 2785001424 ,sballenger1
1, 1665421374 ,muneshi_perfume
1, 2973414011 ,celerosales3
1, 726534794 ,cinthyakarina1d
1, 1108053108 ,zinni426
1, 250450985 ,hypebeastrelly
1, 326530983 ,ashley_tsunami
1, 2176541347 ,claudycornejo
1, 3376356153 ,pehmarcos
1, 1576103120 ,jessicagp17
1, 217537508 ,bruna_testa
1, 710770684436197376 ,_perfume_pq
1, 382613598 ,sintoniaverso
1, 1132602366 ,dumartsy
1, 4834807854 ,ishibashimiyoko
1, 262389559 ,fil0s0fia
1, 25058787 ,karlremarks
1, 106762607 ,mayudama_lala
1, 198570167 ,andrxavcc
1, 246394295 ,delcid_52_
1, 1560869658 ,moraesgyo_
1, 2764148738 ,bestofarianahq
1, 1339585813 ,soupositividade
1, 1209303187 ,rosariopinna1
1, 865718036 ,lacacadebau
1, 100986563 ,anneeeeeem
1, 545375413 ,pluiesansfin_
1, 2771838437 ,mariblinhares
1, 19205893 ,ricardomusic
1, 395497038 ,wolfandmoroko
1, 2972311150 ,macij05
1, 696761281072787457 ,maiftgoette
1, 2792665596 ,oygorsilva
1, 542181918 ,stevenspears96
1, 1283112984 ,naatalid
1, 4164638043 ,sisoydomi
1, 348379865 ,dior
1, 3190304958 ,pfm4__
1, 403840600 ,_macarenabs
1, 251208035 ,stormdanser
1, 706110101782863872 ,ayachan_star
1, 3352925120 ,jeitosdela
1, 707015868379561984 ,asiaamalaysia
1, 2577772891 ,mirees_gomes
1, 3180230449 ,1direction_nice
1, 460436878 ,nicolasruge_
1, 4828747305 ,vertedero_t5
1, 351056374 ,nwanlecha1
1, 1390713672 ,mmelyguayan
1, 242743477 ,iampaumission
1, 48464775 ,santeresto
1, 414511223 ,alene_hilzer
1, 626396681 ,oqramos
1, 34371282 ,marykay
1, 3315480400 ,daisyssickfuck
1, 2574888775 ,kesyakimberli2
1, 3207605218 ,dani_iotti
1, 702456739233296385 ,riko_secret
1, 21519516 ,oldandnew8
1, 580959855 ,loveecover
1, 129174688 ,maripigadet
1, 2347386938 ,1307mariana
1, 44499687 ,sheilaam
1, 4448805568 ,carlatillan_
1, 2336009137 ,mailenngonzalez
1, 901108766 ,senoracatolica
1, 2707702614 ,featwilk
1, 2382103848 ,macline994
1, 2781560318 ,nahuuefernandes
1, 2437202971 ,infoturcuba
1, 2858602277 ,damianaltamir10
1, 2195619867 ,_jamylebrasil
1, 3227830566 ,deroderog
1, 498085482 ,simonlycett
1, 2739507797 ,janicemgreen21
1, 3021840476 ,perfumehakuoro
1, 228689239 ,intulakeside
1, 1330376208 ,ttomy_10
1, 43176532 ,flaviatostes
1, 2496161249 ,kmilanesas
1, 3623212032 ,perfume_record
1, 42722093 ,amandamjblake
1, 2525808085 ,sosjaguar
1, 566310197 ,gabrielymendes7
1, 2392189879 ,perfume_nora
1, 949477766 ,tonatonghana
1, 1467481825 ,ps_mishranbt
1, 713954729508757504 ,efficient96cha1
1, 2905160025 ,florprado02
1, 216042995 ,mountaincalls
1, 1390788914 ,kiwipasion
1, 518917542 ,chefflorfranco
1, 490367429 ,curva_sud10
1, 2417758004 ,triniigutierrez
1, 4047793179 ,yetadetestable
1, 36384653 ,mommyof2qts
1, 3390715877 ,mgabrielobos
1, 704849540763914240 ,pta0929
1, 1409771168 ,seanopryfc
1, 512892323 ,grey_thorn
1, 705942426116952064 ,rottanko
1, 702893194 ,zaquebugs
1, 1013454942 ,narrandoromance
1, 442558671 ,everysteppeace
1, 113233386 ,wonder2_perfume
1, 85002511 ,soutosco
1, 1942194092 ,mikeallegrande
1, 2276122274 ,joe20000322
1, 3236879786 ,umarani76
1, 1485155492 ,frassai
1, 2306705514 ,mylifeperroni
1, 107207258 ,onlinebuying1
1, 379503601 ,cbolzzz
1, 588175894 ,jessharrisonx
1, 123589627 ,rathmaza
1, 374586374 ,vintageangeldes
1, 73459273 ,randiii__
1, 1223140388 ,ka_vitola
1, 2530596300 ,rochiialcaraz
1, 711779309430513664 ,tetenanny52
1, 4152883454 ,takesi_yuasa
1, 263228424 ,ibanezcam
1, 108745914 ,oisoubanana
1, 704525925271138304 ,pont154
1, 2159078520 ,kei_r_11021
1, 2242666027 ,dayarrk
1, 4805792147 ,saaniax
1, 375363997 ,bridgetstfu
1, 2984972296 ,pharynheit_
1, 2341334959 ,irahina39
1, 948683648 ,forbes_mexico
1, 219962899 ,thwphipps
1, 4259547982 ,micaiturbe22
1, 2713365184 ,gohisilva
1, 377548910 ,_asmawi
1, 128180200 ,soudenaihito
1, 189983324 ,pqpjulia
1, 2950168069 ,kamilkhaidir37
1, 334770866 ,spoonia777
1, 2238463986 ,getmermaidmojo
1, 4766183953 ,kwon_614
1, 3615756501 ,eushii17
1, 2244756958 ,_jecamariana
1, 46842931 ,_yunhotic
1, 218217112 ,cadearee
1, 928793592 ,melinabrittez
1, 4194240381 ,unalmaerrante1
1, 15673317 ,marieclaire_es
1, 423827702 ,a_bandeirinha
1, 126810341 ,mskmrl_k
1, 1086697831 ,heidyandrea_hm
1, 2751169432 ,bcaavalari
1, 92523481 ,triangle_orange
1, 2220528240 ,cata272008
1, 883763430 ,farah_aquila96
1, 2689089164 ,0764reina
1, 2719460926 ,esdemina
1, 2856353209 ,ravimehta191285
1, 3317936059 ,7co_cco
1, 1120487575 ,smlindbe
1, 110780634 ,goma_y
1, 2804047050 ,princetanha15
1, 2216820006 ,aimaratrimboli
1, 593177424 ,alineduardas_
1, 298414203 ,joecarnegie
1, 3118846142 ,meronpan209
1, 274580618 ,_furtadolucas
1, 1864278385 ,juannglsntg
1, 710258729455886336 ,minitatw
1, 51907744 ,gonegirled
1, 162724967 ,akpoefe
1, 571138656 ,xovain
1, 89059001 ,fredsirieix1
1, 67611162 ,sadhgurujv
1, 380710683 ,krishalambertus
1, 2880348632 ,poojakamboj176
1, 1403117468 ,pupisantucho
1, 172476546 ,rodriguezbv_
1, 129184156 ,bhasinekta
1, 2877878225 ,ouilliamgdfr
1, 3403049362 ,mica_malone
1, 2287007117 ,nandadevito_
1, 601824657 ,dutyfreeshopsgr
1, 2718117476 ,curiosidadesn24
1, 565584977 ,simply_yuliana
1, 562913856 ,tecarambo
1, 4906913544 ,cosmicexplorer_
1, 559475458 ,6jenniferlopez
1, 446827641 ,thefashionpost
1, 3880095673 ,ybnzqueen
1, 978783991 ,miicapaez
1, 4631880497 ,dpgchauffeurs
1, 2758300509 ,lua_pie
1, 18640648 ,mktyu10
1, 177466484 ,takanoyasan
1, 1072946628 ,mellanie_jo21
1, 369453456 ,caminakata
1, 359857610 ,thebeautyhub
1, 486734029 ,demonmisi
1, 4728956424 ,thu284
1, 4701347035 ,amaretto_93
1, 1071952831 ,xnenatoxicax
1, 4793779935 ,itxrameen
1, 337767541 ,nomeembranco_
1, 4005156449 ,lilbb0yo
1, 158043038 ,skyecandles
1, 2479540183 ,q9clothing
1, 3879474863 ,allcosmetiks
1, 242218213 ,rochipelaez
1, 711524365116907520 ,cf1bvxkzo6ah
1, 600196323 ,librathatsme
1, 2364921764 ,valemchus2
1, 2574747394 ,andreaperlaa
1, 3305034932 ,rixiri_012
1, 2790035210 ,mccoy_metal
1, 3814935854 ,prfm5266
1, 743675348 ,willdugganbrfc
1, 147683115 ,pimpmjj
1, 3062726727 ,ficazen
1, 153474021 ,michaelkors
1, 406472668 ,catakrumnack
1, 4791623715 ,creactivaperu
1, 242946558 ,amorprohibid0
1, 3227349777 ,emirccanalla
1, 4881719782 ,staruniverse13
1, 21491861 ,dinamnazario
1, 2363801653 ,prfgamer
1, 1388058218 ,nickstutes
1, 244739873 ,damarisfany
1, 2665278908 ,desurrayy
1, 328137199 ,mahmoudthearchi
1, 1344582511 ,perfume_thai
1, 341668514 ,camilamuniiz
1, 122729284 ,acharalampidis
1, 3419701053 ,explorebluedoor
1, 381010067 ,oldiesmexico
1, 185405527 ,hernankapitula
1, 2745904517 ,bragancaluan
1, 2153768504 ,fiamitacoria
1, 3377513489 ,bienrubias_
1, 4797656777 ,ahmedadel_doola
1, 3028086153 ,renancabrall2
1, 74576655 ,maritobaracus
1, 85286487 ,ceumusic
1, 46538426 ,o_enigma
1, 2402688607 ,_danafl
1, 370320529 ,eliferminlo
1, 2245529258 ,ryo10200
1, 2575234244 ,possomatar
1, 777806544 ,jaehwaany0406
1, 102655635 ,garyu_euro
1, 2920056820 ,mauro_santiaggo
1, 3934457596 ,mvvnx
1, 1161742718 ,lucrerey
1, 718799630 ,factsinyourface
1, 884863603 ,roberoroo
1, 59364314 ,shortstuffcass
1, 251716551 ,sarasampaio
1, 98181333 ,gioddutra
1, 1472101598 ,mililagreca
1, 714644421904498688 ,8382bigisland
1, 4845404843 ,1967guilherme
1, 195158445 ,jorgepcarp
1, 18513696 ,eatlovesavormag
1, 3403612774 ,germanlindo16
1, 2942658023 ,souoteodoro
1, 429830939 ,maalubrito_
1, 114069891 ,kashinotoro
1, 80043005 ,nathi_fani
1, 2549821834 ,gabiwsales
1, 264112222 ,farmersmarket99
1, 387458358 ,wt5dgpamd
1, 1005474049 ,detectomiradas
1, 2862895352 ,sistemaa_bruto
1, 917100433 ,drps
1, 61129056 ,ciihescanferla
1, 713127370677465088 ,1973katybelle
1, 17208494 ,trendbelleza
1, 2233363088 ,shpsupernatural
1, 1024777945 ,martin17luciana
1, 53348969 ,sonia_em
1, 2393619287 ,einaanda
1, 464167333 ,vanessanatsumi_
1, 715034295727964160 ,andreolliveiira
1, 124777909 ,kaarolsantoos
1, 1055737057 ,sho_w_ing
1, 2973305820 ,akakozume
1, 1942427677 ,agaabbiii
1, 1918215942 ,shuayb24
1, 1348287722 ,aleeecasss
1, 3418972445 ,estblshmnt
1, 4681175305 ,perfume91308375
1, 3150327612 ,sezenkomili
1, 159539659 ,frasesdejovem
1, 57798064 ,_forestb
