number of times tweeting, user_id
5, 2493217238
5, 2990742789
5, 4886886822
5, 4881485542
5, 1853502530
5, 2493232879
5, 2512078962
5, 1475080086
5, 1589499595
5, 715551502631178240
5, 131515564
5, 414391609
5, 2362308738
5, 2314333106
5, 263494332
5, 3059708546
5, 1744981928
5, 3304161346
5, 316433317
5, 1252835876
5, 2479185954
5, 4887741420
5, 1965819157
5, 1586575122
5, 2492811907
5, 3260942306
5, 2808831523
5, 153272660
5, 2775542996
5, 209180792
5, 433873848
5, 337627132
5, 2994215585
5, 608787466
5, 2408999515
5, 4746523095
5, 1588711514
5, 2493240630
5, 2465128617
5, 235966196
5, 314649566
5, 912455078
5, 2453889672
5, 4575068472
5, 4755670574
5, 2492803190
5, 2578886178
5, 1345782433
4, 2424296972
4, 439713078
4, 495047554
4, 543885749
4, 131964142
4, 122930886
4, 2778348891
4, 2490691548
4, 1408014079
4, 497399065
4, 696335690804498433
4, 366990328
4, 147911453
4, 1939630524
4, 2689316906
4, 2580869954
4, 3261295615
4, 3161996936
4, 4328880983
4, 2475235688
4, 2480403451
4, 2342787757
4, 2426267353
4, 2364764814
4, 4879520590
4, 4107544205
4, 3544727176
4, 350973510
4, 2414103830
4, 267227905
4, 714094873150758912
4, 422494332
4, 954884982
4, 3607061893
4, 2979744948
4, 2915662397
4, 1108854931
4, 3316763528
4, 3786171629
4, 1414239332
4, 2363913006
4, 1532834066
4, 3194009414
4, 2414768996
4, 2481794815
4, 2980058315
4, 948070074
4, 71546908
4, 1238305735
4, 132498996
4, 30669273
4, 125578069
4, 204428480
4, 502770041
4, 1883949638
4, 374585121
4, 496908998
4, 478062023
4, 2159797808
4, 2382028346
4, 3297617126
4, 2364264770
4, 2645317700
4, 4328905641
4, 795161767
4, 2491335348
4, 2545521834
4, 201235735
4, 173399812
4, 4804917074
4, 3239720180
4, 3180947970
4, 2791590488
4, 2538628013
4, 2902548698
4, 4219801516
4, 3037569492
4, 3013508072
4, 2388520999
4, 17337772
4, 4739307948
4, 4557778933
4, 2685281239
4, 714086415319994370
4, 4328982316
4, 2480410916
4, 2223098325
4, 2401604100
4, 4768159778
4, 2628721861
4, 309619711
4, 2418090198
4, 4641619704
4, 3359750958
4, 337674281
4, 709713811419340801
4, 4440468433
4, 2480433456
4, 63761806
4, 710827310191140866
4, 439940382
4, 2534682690
4, 2948700176
4, 1369628672
4, 2577514952
4, 82831570
4, 3722114293
4, 534294563
4, 2278377060
4, 2979970443
4, 2405243893
4, 72576522
4, 2706150764
4, 2942062137
4, 179136524
4, 980687390
4, 2425541150
4, 2998462765
4, 2364216697
4, 4849075138
4, 2869378818
4, 599715664
4, 3594028573
4, 2598870432
4, 2476858584
4, 2426280265
4, 737204696
4, 1528896114
4, 286663419
4, 710853677771149312
4, 3244867574
4, 2906757385
4, 2414101141
4, 2834787758
4, 2291075107
4, 614653406
4, 587671444
4, 2414618820
4, 199304716
4, 2414630186
4, 2383218390
4, 3246071426
4, 4738118083
4, 2473803618
4, 956324173
4, 507537450
4, 2514213246
4, 2517265789
4, 967443960
4, 2517142616
4, 2364204704
4, 2696861311
4, 2463599811
4, 164614251
4, 1332728282
4, 886554990
4, 1647652303
4, 2280627499
4, 2842165212
4, 2857674721
4, 4854772752
4, 45013334
4, 495562031
4, 4683626143
4, 714958479513882624
4, 3316642279
4, 3277191080
4, 2937959023
4, 4712861353
4, 2480434639
4, 2832839462
4, 2326321664
4, 2818551710
4, 2545349221
4, 1348695024
4, 4911304350
4, 547389738
4, 2578919011
4, 252001489
4, 711478737502650368
4, 2831943709
4, 1455793674
4, 1317871998
4, 2391029106
4, 3186662804
4, 626535260
4, 2583170382
4, 333059731
4, 532853347
4, 3278787715
4, 4902601470
4, 2983855194
4, 3184447578
4, 2414109164
4, 2477068921
4, 704347232288505856
4, 217149672
4, 707525308329623552
4, 515496679
4, 2582066690
4, 3711664758
4, 2432175907
4, 2919443720
4, 151227393
4, 3243933589
4, 2311979904
4, 2426267180
4, 2562294361
4, 1580432640
4, 1611277658
4, 2361828217
4, 4784806762
4, 248311571
4, 68553978
4, 2339088860
4, 2473822777
4, 1533519134
4, 2936422921
4, 3299554528
4, 4772461158
4, 2799355867
4, 2473818638
4, 704906882763378688
4, 1682871692
4, 2850179916
4, 549329923
4, 520120284
4, 439651105
4, 2267364790
4, 740361984
4, 4701591924
4, 2246417930
4, 2529323623
4, 1660868113
4, 500626804
4, 424198663
4, 4585717575
4, 3616397960
4, 2412553608
4, 709645327230439424
4, 4832374539
4, 2208401906
4, 2451733608
4, 414372185
4, 2208861857
4, 3283077655
4, 2473969974
4, 3271689492
4, 36461576
4, 255752326
4, 4849242421
4, 2275930230
4, 873715682
4, 592553634
4, 2405466550
4, 4461955825
4, 201421532
4, 2437793010
4, 774530035
4, 4790896162
4, 1491060871
4, 14240332
4, 1667798930
4, 2713223498
4, 711255114032386048
4, 1164859472
4, 1467482982
4, 1116425234
4, 2475237613
4, 2321438112
4, 513809088
4, 3319368325
4, 71222734
4, 3522694692
4, 1120531814
4, 89233638
4, 1031653104
4, 707490497451978753
4, 3156256376
4, 2440044060
4, 185278191
4, 3036444048
4, 422320468
4, 705520439
4, 543967978
4, 3588812240
4, 2491403598
4, 3336248414
4, 3413881214
4, 596820843
4, 160405653
4, 2955633042
4, 2435021701
4, 136173100
4, 2909090263
4, 2414095392
4, 2476889606
4, 2382542406
4, 2424299905
4, 2955694609
4, 2361987320
4, 2361834619
4, 182241300
4, 97391207
4, 2477044050
4, 4130973612
4, 590844398
4, 3257350134
4, 1307628798
4, 715231026
4, 2940141050
4, 2490180081
4, 703301024296083456
4, 2695883010
4, 2356353974
4, 29015418
4, 2955675200
4, 410502801
4, 3129621954
4, 3491336487
4, 3177844163
4, 1128873306
4, 208379937
4, 3168323262
4, 4910459354
4, 271841019
4, 3671416093
4, 25482342
4, 3825730459
4, 1267396236
4, 140011221
4, 908144360
4, 469898461
4, 1227372517
4, 3300746323
4, 710408913829494785
4, 1435213290
4, 2481715884
4, 247528057
4, 3310407661
4, 223365130
4, 734266669
4, 338221910
4, 15334892
4, 2475252366
4, 3242312394
4, 837840625
4, 4328779221
4, 604614645
4, 3782279354
4, 581815967
4, 709398103586160640
4, 1708728714
4, 895308728
4, 713458547
4, 3209855753
4, 635521981
4, 701434282854580224
4, 383662229
4, 2475220874
4, 2414643091
4, 2399942894
4, 387485889
4, 2230397963
4, 1221670656
4, 2978717909
4, 958547767
4, 2408644591
4, 2414112348
4, 2375389800
4, 473902466
4, 584235904
4, 183934622
4, 2705759456
3, 575815685
3, 1008533228
3, 600389124
3, 2772151266
3, 2417304870
3, 2399319432
3, 2582700499
3, 2357985500
3, 316187112
3, 74412954
3, 709729745966129152
3, 2431203758
3, 3274987994
3, 189606291
3, 507569734
3, 4573341918
3, 4882814999
3, 4277102414
3, 86074246
3, 2357667743
3, 1219179085
3, 2871815212
3, 715434299034583040
3, 2344362576
3, 2883207374
3, 2259944276
3, 2397446078
3, 143152875
3, 533159991
3, 3421948445
3, 454851653
3, 4832271021
3, 173395218
3, 3342455540
3, 2504975929
3, 3072636997
3, 2645310192
3, 176738271
3, 1094244758
3, 3318318912
3, 2779746194
3, 4655505808
3, 6109302
3, 703603006005252101
3, 3168864474
3, 2474981118
3, 565541604
3, 4157703793
3, 2530101896
3, 96556902
3, 474189158
3, 1598968657
3, 4165138025
3, 1291884678
3, 469454409
3, 12027472
3, 1540923774
3, 124158944
3, 1966920241
3, 2983569196
3, 4726774599
3, 457476243
3, 3351257314
3, 845720863
3, 53145664
3, 295175201
3, 3236782856
3, 711518955270225920
3, 548419526
3, 2958680683
3, 390676569
3, 4441719626
3, 2362127330
3, 2893001431
3, 2827924188
3, 4698019226
3, 97084098
3, 318289147
3, 2587767686
3, 2298342289
3, 2237716837
3, 2561289385
3, 116719905
3, 541415118
3, 4900974299
3, 107028444
3, 2199050035
3, 525014041
3, 1964496206
3, 3189316524
3, 4911592423
3, 4767856580
3, 2647957958
3, 4725972088
3, 1607939467
3, 1125037370
3, 2786898267
3, 3143298672
3, 2979757729
3, 711603441504788480
3, 3526948272
3, 13085202
3, 714379573098577921
3, 2153827870
3, 1623879986
3, 178889949
3, 2248307065
3, 2231087268
3, 1918110078
3, 62836744
3, 3731339902
3, 165145984
3, 4716773487
3, 2699619176
3, 4130387932
3, 1551359448
3, 3187715253
3, 710672502930866177
3, 3017123993
3, 3831331752
3, 2755494793
3, 879045732
3, 3380894351
3, 414391264
3, 127914935
3, 2745904517
3, 247940132
3, 377520933
3, 3300281423
3, 310786424
3, 2768482407
3, 507787911
3, 2711081450
3, 3314073382
3, 2225189535
3, 711074157585260544
3, 355144156
3, 951042793
3, 700967704434331648
3, 375273944
3, 4169671955
3, 910925178
3, 4705647342
3, 229422540
3, 4725601521
3, 4600475613
3, 152432286
3, 710630514835632129
3, 456356920
3, 4387828574
3, 512860265
3, 709599404634841089
3, 951513996
3, 3050501594
3, 3300945348
3, 231302611
3, 4913904828
3, 1420556491
3, 3987875652
3, 3005398930
3, 2805648835
3, 104830653
3, 529360884
3, 3928287327
3, 346888692
3, 2156050506
3, 2539506792
3, 867250531
3, 2160900913
3, 147368661
3, 2853320617
3, 2176024834
3, 117052904
3, 4897855997
3, 711845281424277504
3, 4711972095
3, 251803553
3, 3159564582
3, 360448172
3, 213240407
3, 2696753520
3, 1028215940
3, 2837387282
3, 3065905789
3, 4862540108
3, 2988736316
3, 246746872
3, 413514623
3, 2234384435
3, 2173889143
3, 701341780046811136
3, 403093156
3, 711146066146557952
3, 265672753
3, 186647291
3, 2343891888
3, 1644432294
3, 2668643454
3, 4706339607
3, 2955333709
3, 4134384012
3, 4771686693
3, 2904858255
3, 712538870794100738
3, 61829422
3, 107151835
3, 282760621
3, 35217457
3, 92523481
3, 309756123
3, 87776462
3, 4145209091
3, 499787046
3, 94119783
3, 217366872
3, 3178777952
3, 1080101664
3, 1391672552
3, 2189119837
3, 3275734098
3, 1651830439
3, 748409402
3, 2234034236
3, 2483787463
3, 2220300150
3, 140747570
3, 4610333174
3, 40795936
3, 4893296054
3, 2792967525
3, 4896350516
3, 128595525
3, 698154810973925378
3, 2317599836
3, 2937618384
3, 2168509392
3, 700501880447741952
3, 712656908310544384
3, 4736543232
3, 527724783
3, 596740168
3, 2617794960
3, 2856408176
3, 2174819478
3, 579523246
3, 3247239186
3, 4650746715
3, 2217859232
3, 924222457
3, 396313354
3, 1857715543
3, 469572577
3, 149726072
3, 707550259300405248
3, 553446398
3, 332656796
3, 2210586888
3, 711460586735841280
3, 290817023
3, 710805554550079488
3, 1170947604
3, 2453695250
3, 2294831888
3, 1050011144
3, 3023434596
3, 1108071572
3, 224653835
3, 713175949706010625
3, 1685042425
3, 1511918329
3, 2615901669
3, 4651502117
3, 2545142087
3, 328436432
3, 4396177222
3, 970993261
3, 2582007756
3, 2605280850
3, 912222187
3, 739463496
3, 295594928
3, 2316547396
3, 4800806983
3, 2840595579
3, 345217752
3, 105771628
3, 61552083
3, 4776948493
3, 2196814920
3, 2994185855
3, 1909478982
3, 2741678513
3, 3259156796
3, 2314326206
3, 19448950
3, 4655573063
3, 1519384506
3, 489674507
3, 491297464
3, 1267417801
3, 1328451362
3, 274926085
3, 4874802134
3, 105765059
3, 706567938040434689
3, 126589803
3, 197145716
3, 3331287293
3, 4656565174
3, 4181568807
3, 136187616
3, 2251658824
3, 3845747774
3, 3154096413
3, 3353056997
3, 546898786
3, 4008299233
3, 2477514144
3, 3111157708
3, 714432952810151936
3, 178967744
3, 167558619
3, 3223434961
3, 4893776541
3, 4656392896
3, 24877064
3, 440257093
3, 96505926
3, 3097686619
3, 4806330793
3, 456237847
3, 711105769559580672
3, 4694778200
3, 2232757340
3, 1383178579
3, 3218113362
3, 3063923936
3, 837564103
3, 516339611
3, 2352846660
3, 2161062757
3, 482667820
3, 2795911958
3, 1023178586
3, 2454960540
3, 324987764
3, 1624329463
3, 2164596017
3, 40392502
3, 320726488
3, 111958716
3, 2271569802
3, 705329944612700160
3, 3724287673
3, 508774957
3, 3150871845
3, 707575285760139264
3, 508005116
3, 3271885344
3, 3188801245
3, 4770308145
3, 314784903
3, 2777996958
3, 4873065743
3, 502981431
3, 2284954821
3, 2380689229
3, 4914860542
3, 2696296394
3, 2359511121
3, 744266748
3, 110036131
3, 711923338851954689
3, 707520092364480512
3, 1372042819
3, 706110101782863872
3, 1517675671
3, 2321626037
3, 2700659029
3, 2725265035
3, 428057140
3, 711464543474442240
3, 2402547572
3, 2990260924
3, 4725907287
3, 3283448000
3, 2169829736
3, 1350971491
3, 2578113372
3, 1277435108
3, 78977987
3, 4771706895
3, 4059076726
3, 3242718744
3, 712297242976239623
3, 1050989870
3, 2151018935
3, 2456351989
3, 790047085
3, 241987341
3, 92016486
3, 1082865211
3, 709824482563719168
3, 376899940
3, 3781532954
3, 410215012
3, 3147941652
3, 281239218
3, 3240072398
3, 2552274444
3, 3771867558
3, 715741054620844032
3, 423535906
3, 414946220
3, 2479540183
3, 48704562
3, 2850825754
3, 2301215979
3, 409419845
3, 709641584917217280
3, 199350655
3, 2555465280
3, 4832242449
3, 2649141348
3, 3016062745
3, 1939515006
3, 2786592832
3, 196885592
3, 105837652
3, 2338585080
3, 2840764909
3, 531113565
3, 2441670871
3, 1951406190
3, 1151105251
3, 491312519
3, 2918739596
3, 2563287132
3, 515417449
3, 2392592569
3, 928453471
3, 203381133
3, 1157369174
3, 3601532909
3, 3087561782
3, 4649830159
3, 3196615740
3, 2635543608
3, 3539715260
3, 1165988047
3, 1625807838
3, 710802375896772608
3, 3147842310
3, 710005044746264576
3, 3160542704
3, 2953066508
3, 3416646137
3, 2196372607
3, 2152187840
3, 3185150611
3, 4432317492
3, 487535032
3, 4750723455
3, 2713059140
3, 36935383
3, 2999417586
3, 2278762118
3, 2577166824
3, 162001707
3, 4790595514
3, 1942647222
3, 4136447554
3, 231685636
3, 4364597834
3, 69419464
3, 714096518
3, 139046233
3, 3068722559
3, 2760569304
3, 380300950
3, 707535527344480256
3, 1329176892
3, 118870316
3, 711845955625033728
3, 2392755853
3, 59909387
3, 847668876
3, 2853237631
3, 2701023114
3, 3594763280
3, 184790549
3, 2699551454
3, 2993058156
3, 701050847879421953
3, 714528702227292160
3, 412145648
3, 3293089081
3, 2426324965
3, 1631650537
3, 2868234720
3, 975665250
3, 50821684
3, 2701049130
3, 372819795
3, 2583192234
3, 609755473
3, 197148214
3, 4321553363
3, 3315061974
3, 2266000184
3, 3084987979
3, 701146216218939393
3, 1555642832
3, 713384642456367105
3, 2845353868
3, 1074069841
3, 2438259672
3, 249472631
3, 2700626006
3, 4923621278
3, 713394643484839937
3, 4797370402
3, 4688644770
3, 2471466679
3, 3253945741
3, 2900946956
3, 3257933516
3, 708636389978591233
3, 2982482079
3, 925730478
3, 112041679
3, 834107731
3, 546885075
3, 4651145062
3, 535198318
3, 2352049578
3, 130783323
3, 78134431
3, 318130463
3, 579339931
3, 1154073600
3, 2179595368
