total count,percent of total,activties count,percent of activities,tokens,n_gram
2,0.000378,2,0.004000,leader,1grams
2,0.000378,2,0.004000,zk27hschqi,1grams
2,0.000378,2,0.004000,getting,1grams
2,0.000378,2,0.004000,gundam,1grams
2,0.000378,2,0.004000,@bourgeoisalien,1grams
2,0.000378,1,0.002000,promise,1grams
2,0.000378,2,0.004000,vwsmtajau6,1grams
2,0.000378,2,0.004000,stadium,1grams
2,0.000378,2,0.004000,@thinkprogress,1grams
2,0.000378,1,0.002000,signed,1grams
2,0.000378,2,0.004000,deaths,1grams
2,0.000378,2,0.004000,#fashionstyle,1grams
2,0.000378,2,0.004000,#modelo,1grams
2,0.000378,2,0.004000,families,1grams
2,0.000378,2,0.004000,book,1grams
2,0.000378,2,0.004000,@Trump_BJ,1grams
1,0.000189,1,0.002000,@Quackenbush88,1grams
1,0.000189,1,0.002000,@worldbefree_99,1grams
1,0.000189,1,0.002000,republicano,1grams
1,0.000189,1,0.002000,dynasty,1grams
1,0.000189,1,0.002000,0mxcagsyfc,1grams
1,0.000189,1,0.002000,tsh8lq5qjr,1grams
1,0.000189,1,0.002000,hating,1grams
1,0.000189,1,0.002000,schmuck,1grams
1,0.000189,1,0.002000,@SykesCharlie,1grams
1,0.000189,1,0.002000,consider,1grams
1,0.000189,1,0.002000,voter,1grams
1,0.000189,1,0.002000,paris,1grams
1,0.000189,1,0.002000,#top,1grams
1,0.000189,1,0.002000,swap,1grams
1,0.000189,1,0.002000,lord,1grams
1,0.000189,1,0.002000,sorry,1grams
1,0.000189,1,0.002000,457xdnpie4,1grams
1,0.000189,1,0.002000,@TekstPast,1grams
1,0.000189,1,0.002000,rise,1grams
1,0.000189,1,0.002000,yp6ts8gno8,1grams
1,0.000189,1,0.002000,reforms,1grams
1,0.000189,1,0.002000,uncertain,1grams
1,0.000189,1,0.002000,month,1grams
1,0.000189,1,0.002000,bringing,1grams
1,0.000189,1,0.002000,posiblemente,1grams
1,0.000189,1,0.002000,tickets,1grams
1,0.000189,1,0.002000,m5ey,1grams
1,0.000189,1,0.002000,publicly,1grams
1,0.000189,1,0.002000,@mitchellreports,1grams
1,0.000189,1,0.002000,delegate,1grams
1,0.000189,1,0.002000,#dtmag,1grams
1,0.000189,1,0.002000,@AJDelgado13,1grams
1,0.000189,1,0.002000,nemore,1grams
1,0.000189,1,0.002000,1nisyxjliz,1grams
1,0.000189,1,0.002000,@realkingrobbo,1grams
1,0.000189,1,0.002000,@peddoc63,1grams
1,0.000189,1,0.002000,talks,1grams
1,0.000189,1,0.002000,second,1grams
1,0.000189,1,0.002000,rigorous,1grams
1,0.000189,1,0.002000,established,1grams
1,0.000189,1,0.002000,@JesseLehrich,1grams
1,0.000189,1,0.002000,pragmatist,1grams
1,0.000189,1,0.002000,@mmfa,1grams
1,0.000189,1,0.002000,@CallawayBOT,1grams
1,0.000189,1,0.002000,mischievous,1grams
1,0.000189,1,0.002000,tips,1grams
1,0.000189,1,0.002000,rbfy2sjzm0,1grams
1,0.000189,1,0.002000,told,1grams
1,0.000189,1,0.002000,reporter,1grams
1,0.000189,1,0.002000,0owsjp1ecc,1grams
1,0.000189,1,0.002000,china,1grams
1,0.000189,1,0.002000,wikhorqfyp,1grams
1,0.000189,1,0.002000,digits,1grams
1,0.000189,1,0.002000,tapes,1grams
1,0.000189,1,0.002000,leaves,1grams
1,0.000189,1,0.002000,reports,1grams
1,0.000189,1,0.002000,abolition,1grams
1,0.000189,1,0.002000,2zxyowlxns,1grams
1,0.000189,1,0.002000,secure,1grams
1,0.000189,1,0.002000,v7nnu8ve71,1grams
1,0.000189,1,0.002000,advisor,1grams
1,0.000189,1,0.002000,highly,1grams
1,0.000189,1,0.002000,brought,1grams
1,0.000189,1,0.002000,6ks1yta4zc,1grams
1,0.000189,1,0.002000,guests,1grams
1,0.000189,1,0.002000,livctm3l8j,1grams
1,0.000189,1,0.002000,scarier,1grams
1,0.000189,1,0.002000,8saffozyyz,1grams
1,0.000189,1,0.002000,pleeeease,1grams
1,0.000189,1,0.002000,@citizensrock,1grams
1,0.000189,1,0.002000,@wnkytv,1grams
1,0.000189,1,0.002000,hrlxfccdhw,1grams
1,0.000189,1,0.002000,@JonathanTamari,1grams
1,0.000189,1,0.002000,tell,1grams
1,0.000189,1,0.002000,khkpzunlew,1grams
1,0.000189,1,0.002000,cqc9isgmfp,1grams
1,0.000189,1,0.002000,pacto,1grams
1,0.000189,1,0.002000,successful,1grams
1,0.000189,1,0.002000,raarifksku,1grams
1,0.000189,1,0.002000,reign,1grams
1,0.000189,1,0.002000,resurfaces,1grams
1,0.000189,1,0.002000,tariff,1grams
1,0.000189,1,0.002000,@CNNPolitics,1grams
1,0.000189,1,0.002000,schreef,1grams
1,0.000189,1,0.002000,#Fashion,1grams
1,0.000189,1,0.002000,yjm6jngden,1grams
1,0.000189,1,0.002000,work,1grams
1,0.000189,1,0.002000,gasoline,1grams
1,0.000189,1,0.002000,nwedgs86k6,1grams
1,0.000189,1,0.002000,arxool6q6d,1grams
1,0.000189,1,0.002000,clinging,1grams
1,0.000189,1,0.002000,preserving,1grams
1,0.000189,1,0.002000,sltzjfm0uu,1grams
1,0.000189,1,0.002000,attract,1grams
1,0.000189,1,0.002000,dmnd7xjd3p,1grams
1,0.000189,1,0.002000,@ColeLedford11,1grams
1,0.000189,1,0.002000,nuts,1grams
1,0.000189,1,0.002000,@GulfDogs,1grams
1,0.000189,1,0.002000,djgtlk5,1grams
1,0.000189,1,0.002000,answer,1grams
1,0.000189,1,0.002000,#trending,1grams
1,0.000189,1,0.002000,legitimizes,1grams
1,0.000189,1,0.002000,badly,1grams
1,0.000189,1,0.002000,minority,1grams
1,0.000189,1,0.002000,@Claudiogb68,1grams
1,0.000189,1,0.002000,jonb82pkqn,1grams
1,0.000189,1,0.002000,@realdailywire,1grams
1,0.000189,1,0.002000,@tikitakistuff,1grams
1,0.000189,1,0.002000,attempt,1grams
1,0.000189,1,0.002000,amid,1grams
1,0.000189,1,0.002000,revolt,1grams
1,0.000189,1,0.002000,@allabouttrump,1grams
1,0.000189,1,0.002000,tp01ue0dsq,1grams
1,0.000189,1,0.002000,rogue,1grams
1,0.000189,1,0.002000,uninsured,1grams
1,0.000189,1,0.002000,@conserv_tribune,1grams
1,0.000189,1,0.002000,wing,1grams
1,0.000189,1,0.002000,2lysqqsi0m,1grams
1,0.000189,1,0.002000,3xlfhq4nxs,1grams
1,0.000189,1,0.002000,salon,1grams
1,0.000189,1,0.002000,rowdies,1grams
1,0.000189,1,0.002000,@NRO,1grams
1,0.000189,1,0.002000,@KamVTV,1grams
1,0.000189,1,0.002000,hypocrisy,1grams
1,0.000189,1,0.002000,#Election,1grams
1,0.000189,1,0.002000,differently,1grams
1,0.000189,1,0.002000,virtually,1grams
1,0.000189,1,0.002000,versus,1grams
1,0.000189,1,0.002000,safe,1grams
1,0.000189,1,0.002000,revelations,1grams
1,0.000189,1,0.002000,bdcdxt1g4n,1grams
1,0.000189,1,0.002000,hiring,1grams
1,0.000189,1,0.002000,trumpening,1grams
1,0.000189,1,0.002000,represents,1grams
1,0.000189,1,0.002000,classified,1grams
1,0.000189,1,0.002000,victories,1grams
1,0.000189,1,0.002000,victory,1grams
1,0.000189,1,0.002000,americans,1grams
1,0.000189,1,0.002000,went,1grams
1,0.000189,1,0.002000,@msebastian,1grams
1,0.000189,1,0.002000,@JWGOP,1grams
1,0.000189,1,0.002000,series,1grams
1,0.000189,1,0.002000,genocidal,1grams
1,0.000189,1,0.002000,forgot,1grams
1,0.000189,1,0.002000,olm2fkwo4w,1grams
1,0.000189,1,0.002000,lcuhsyowdp,1grams
1,0.000189,1,0.002000,@RealDonalDrumpf,1grams
1,0.000189,1,0.002000,@JoeNBC,1grams
1,0.000189,1,0.002000,freelancers,1grams
1,0.000189,1,0.002000,#BuildWall,1grams
1,0.000189,1,0.002000,washed,1grams
1,0.000189,1,0.002000,george,1grams
1,0.000189,1,0.002000,laid,1grams
1,0.000189,1,0.002000,@Lrihendry,1grams
1,0.000189,1,0.002000,@BuzzFeed's,1grams
1,0.000189,1,0.002000,@TheGOPReport,1grams
1,0.000189,1,0.002000,apologist,1grams
1,0.000189,1,0.002000,@TheView,1grams
1,0.000189,1,0.002000,m7399kuf1z,1grams
1,0.000189,1,0.002000,@CNNAshleigh,1grams
1,0.000189,1,0.002000,hand,1grams
1,0.000189,1,0.002000,caugl2s9ik,1grams
1,0.000189,1,0.002000,zlqs28uouh,1grams
1,0.000189,1,0.002000,starts,1grams
1,0.000189,1,0.002000,creates,1grams
1,0.000189,1,0.002000,presumptive,1grams
1,0.000189,1,0.002000,ijutoskcaz,1grams
1,0.000189,1,0.002000,broidy,1grams
1,0.000189,1,0.002000,rank,1grams
1,0.000189,1,0.002000,hearing,1grams
1,0.000189,1,0.002000,hook,1grams
1,0.000189,1,0.002000,hj25ju3nr7,1grams
1,0.000189,1,0.002000,chingar,1grams
1,0.000189,1,0.002000,@GraceParra360,1grams
1,0.000189,1,0.002000,#NRAAM,1grams
1,0.000189,1,0.002000,needed,1grams
1,0.000189,1,0.002000,compromise,1grams
1,0.000189,1,0.002000,wildly,1grams
1,0.000189,1,0.002000,percentage,1grams
1,0.000189,1,0.002000,jvxbhf84o9,1grams
1,0.000189,1,0.002000,@realDenaldTrump,1grams
1,0.000189,1,0.002000,@andendall,1grams
1,0.000189,1,0.002000,@Trump_UrTweet,1grams
1,0.000189,1,0.002000,predictably,1grams
1,0.000189,1,0.002000,wnkvkbm0vp,1grams
1,0.000189,1,0.002000,dq2xppryrk,1grams
1,0.000189,1,0.002000,lqzyfpxwj6,1grams
1,0.000189,1,0.002000,bondholder,1grams
1,0.000189,1,0.002000,immigrants,1grams
1,0.000189,1,0.002000,zero,1grams
1,0.000189,1,0.002000,project,1grams
1,0.000189,1,0.002000,escenario,1grams
1,0.000189,1,0.002000,feeling,1grams
1,0.000189,1,0.002000,este,1grams
1,0.000189,1,0.002000,@VirginiaRuby3,1grams
1,0.000189,1,0.002000,@markbrouwer2010,1grams
1,0.000189,1,0.002000,zujcsktpsg,1grams
1,0.000189,1,0.002000,mind,1grams
1,0.000189,1,0.002000,eyes,1grams
1,0.000189,1,0.002000,forced,1grams
1,0.000189,1,0.002000,laden,1grams
1,0.000189,1,0.002000,responsible,1grams
1,0.000189,1,0.002000,@ESalvador21,1grams
1,0.000189,1,0.002000,amny,1grams
1,0.000189,1,0.002000,causing,1grams
1,0.000189,1,0.002000,derek,1grams
1,0.000189,1,0.002000,nobody,1grams
1,0.000189,1,0.002000,though,1grams
1,0.000189,1,0.002000,1f9lyueyrc,1grams
1,0.000189,1,0.002000,état,1grams
1,0.000189,1,0.002000,meaning,1grams
1,0.000189,1,0.002000,@Bencjacobs,1grams
1,0.000189,1,0.002000,pshnxbz3aa,1grams
1,0.000189,1,0.002000,tech,1grams
1,0.000189,1,0.002000,came,1grams
1,0.000189,1,0.002000,elliott,1grams
1,0.000189,1,0.002000,sanctuary,1grams
1,0.000189,1,0.002000,subtly,1grams
1,0.000189,1,0.002000,@Reince,1grams
1,0.000189,1,0.002000,fingers,1grams
1,0.000189,1,0.002000,colors,1grams
1,0.000189,1,0.002000,@rmuse,1grams
1,0.000189,1,0.002000,submit,1grams
1,0.000189,1,0.002000,u61kryaggc,1grams
1,0.000189,1,0.002000,bust,1grams
1,0.000189,1,0.002000,sugar,1grams
1,0.000189,1,0.002000,5jwbax,1grams
1,0.000189,1,0.002000,rich,1grams
1,0.000189,1,0.002000,folks,1grams
1,0.000189,1,0.002000,@Virginia_Girl57,1grams
1,0.000189,1,0.002000,#rassegna,1grams
1,0.000189,1,0.002000,wearing,1grams
1,0.000189,1,0.002000,@TonyFabrizioGOP,1grams
1,0.000189,1,0.002000,amazon,1grams
1,0.000189,1,0.002000,pirog2lm94,1grams
1,0.000189,1,0.002000,despite,1grams
1,0.000189,1,0.002000,traction,1grams
1,0.000189,1,0.002000,@rescuetracker81,1grams
1,0.000189,1,0.002000,#UniteBlue,1grams
1,0.000189,1,0.002000,twice,1grams
1,0.000189,1,0.002000,steal,1grams
1,0.000189,1,0.002000,disaster,1grams
1,0.000189,1,0.002000,fascinating,1grams
1,0.000189,1,0.002000,@DRUDGE_REPORT,1grams
1,0.000189,1,0.002000,proclaims,1grams
1,0.000189,1,0.002000,fail,1grams
1,0.000189,1,0.002000,@american20161,1grams
1,0.000189,1,0.002000,uckmptwpyu,1grams
1,0.000189,1,0.002000,@JamilSmith,1grams
1,0.000189,1,0.002000,away,1grams
1,0.000189,1,0.002000,stamps,1grams
1,0.000189,1,0.002000,finger,1grams
1,0.000189,1,0.002000,wwimv02pzo,1grams
1,0.000189,1,0.002000,approach,1grams
1,0.000189,1,0.002000,@FrankDallasAgg,1grams
1,0.000189,1,0.002000,accord,1grams
1,0.000189,1,0.002000,@Libertea2012,1grams
1,0.000189,1,0.002000,parallels,1grams
1,0.000189,1,0.002000,go______,1grams
1,0.000189,1,0.002000,s910rxcc3n,1grams
1,0.000189,1,0.002000,debt,1grams
1,0.000189,1,0.002000,@thejamietighe,1grams
1,0.000189,1,0.002000,newt,1grams
1,0.000189,1,0.002000,received,1grams
1,0.000189,1,0.002000,shouldn,1grams
1,0.000189,1,0.002000,retacqacs6,1grams
1,0.000189,1,0.002000,chandeliers,1grams
1,0.000189,1,0.002000,@TheBubbleBubble,1grams
1,0.000189,1,0.002000,#tlot,1grams
1,0.000189,1,0.002000,weiser,1grams
1,0.000189,1,0.002000,#GOP,1grams
1,0.000189,1,0.002000,0dzmwvhmnq,1grams
1,0.000189,1,0.002000,jebra,1grams
1,0.000189,1,0.002000,shouting,1grams
1,0.000189,1,0.002000,condemned,1grams
1,0.000189,1,0.002000,9mehntb1ml,1grams
1,0.000189,1,0.002000,#pjnet,1grams
1,0.000189,1,0.002000,interest,1grams
1,0.000189,1,0.002000,parents,1grams
1,0.000189,1,0.002000,#news,1grams
1,0.000189,1,0.002000,4criminals,1grams
1,0.000189,1,0.002000,9yktxrgvfz,1grams
1,0.000189,1,0.002000,republicans,1grams
1,0.000189,1,0.002000,pzbs7owclq,1grams
1,0.000189,1,0.002000,worked,1grams
1,0.000189,1,0.002000,haters,1grams
1,0.000189,1,0.002000,skinheads,1grams
1,0.000189,1,0.002000,gobierna,1grams
1,0.000189,1,0.002000,exception,1grams
1,0.000189,1,0.002000,ugly,1grams
1,0.000189,1,0.002000,slam,1grams
1,0.000189,1,0.002000,murders,1grams
1,0.000189,1,0.002000,ajf9j5r6c0,1grams
1,0.000189,1,0.002000,seven,1grams
1,0.000189,1,0.002000,@briannaUrie,1grams
1,0.000189,1,0.002000,theats,1grams
1,0.000189,1,0.002000,cant,1grams
1,0.000189,1,0.002000,creepy,1grams
1,0.000189,1,0.002000,#COSPROJECT,1grams
1,0.000189,1,0.002000,clearly,1grams
1,0.000189,1,0.002000,esquire,1grams
1,0.000189,1,0.002000,@AlfonsoDosal,1grams
1,0.000189,1,0.002000,@PatrickRuffini,1grams
1,0.000189,1,0.002000,outside,1grams
1,0.000189,1,0.002000,prowomen,1grams
1,0.000189,1,0.002000,alittle,1grams
1,0.000189,1,0.002000,@KristinSalaky,1grams
1,0.000189,1,0.002000,evil,1grams
1,0.000189,1,0.002000,greeted,1grams
1,0.000189,1,0.002000,fuse,1grams
1,0.000189,1,0.002000,opportunity,1grams
1,0.000189,1,0.002000,4rojd54twm,1grams
1,0.000189,1,0.002000,@TheOnion,1grams
1,0.000189,1,0.002000,scenario,1grams
1,0.000189,1,0.002000,#zon,1grams
1,0.000189,1,0.002000,failing,1grams
1,0.000189,1,0.002000,@funnyordie,1grams
1,0.000189,1,0.002000,hispanic,1grams
1,0.000189,1,0.002000,kristinsalaky,1grams
1,0.000189,1,0.002000,greatest,1grams
1,0.000189,1,0.002000,wzvfpmhk5k,1grams
1,0.000189,1,0.002000,quoted,1grams
1,0.000189,1,0.002000,#Defensie,1grams
1,0.000189,1,0.002000,photo,1grams
1,0.000189,1,0.002000,#PAprimary,1grams
1,0.000189,1,0.002000,wepacf9dev,1grams
1,0.000189,1,0.002000,thanks,1grams
1,0.000189,1,0.002000,#MDprimary,1grams
1,0.000189,1,0.002000,convivial,1grams
1,0.000189,1,0.002000,enlighten,1grams
1,0.000189,1,0.002000,1qoiilmrq1,1grams
1,0.000189,1,0.002000,@jtLOL,1grams
1,0.000189,1,0.002000,h1m5o0taqc,1grams
1,0.000189,1,0.002000,chingo,1grams
1,0.000189,1,0.002000,0jk2blqygu,1grams
1,0.000189,1,0.002000,easy,1grams
1,0.000189,1,0.002000,blhevrgrva,1grams
1,0.000189,1,0.002000,@meganrowling,1grams
1,0.000189,1,0.002000,@SpecialKMB1969,1grams
1,0.000189,1,0.002000,possible,1grams
1,0.000189,1,0.002000,gropey,1grams
1,0.000189,1,0.002000,birth,1grams
1,0.000189,1,0.002000,@TrumpChic,1grams
1,0.000189,1,0.002000,vetting,1grams
1,0.000189,1,0.002000,@RealBenCarson,1grams
1,0.000189,1,0.002000,rt86evbnep,1grams
1,0.000189,1,0.002000,nude,1grams
1,0.000189,1,0.002000,#startups,1grams
1,0.000189,1,0.002000,theorists,1grams
1,0.000189,1,0.002000,dead,1grams
1,0.000189,1,0.002000,ekmlsb9oq6,1grams
1,0.000189,1,0.002000,unless,1grams
1,0.000189,1,0.002000,@Jefferyshicks,1grams
1,0.000189,1,0.002000,xhlmkj06qi,1grams
1,0.000189,1,0.002000,denies,1grams
1,0.000189,1,0.002000,wqvk11jmr1,1grams
1,0.000189,1,0.002000,asking,1grams
1,0.000189,1,0.002000,beating,1grams
1,0.000189,1,0.002000,reafirma,1grams
1,0.000189,1,0.002000,emite,1grams
1,0.000189,1,0.002000,losing,1grams
1,0.000189,1,0.002000,@prowhitesunite,1grams
1,0.000189,1,0.002000,dq94onaphz,1grams
1,0.000189,1,0.002000,@American_Mirror,1grams
1,0.000189,1,0.002000,leftist,1grams
1,0.000189,1,0.002000,months,1grams
1,0.000189,1,0.002000,accepts,1grams
1,0.000189,1,0.002000,plus,1grams
1,0.000189,1,0.002000,algo,1grams
1,0.000189,1,0.002000,efforts,1grams
1,0.000189,1,0.002000,raised,1grams
1,0.000189,1,0.002000,statements,1grams
1,0.000189,1,0.002000,neocon,1grams
1,0.000189,1,0.002000,lies,1grams
1,0.000189,1,0.002000,9oesndk1ys,1grams
1,0.000189,1,0.002000,ki9tt1gmam,1grams
1,0.000189,1,0.002000,@jpm05880,1grams
1,0.000189,1,0.002000,221k,1grams
1,0.000189,1,0.002000,ntgbfgj9ho,1grams
1,0.000189,1,0.002000,atrocities,1grams
1,0.000189,1,0.002000,@DanielJeyn,1grams
1,0.000189,1,0.002000,8xql6otp1v,1grams
1,0.000189,1,0.002000,propaganda,1grams
1,0.000189,1,0.002000,seguro,1grams
1,0.000189,1,0.002000,liberal,1grams
1,0.000189,1,0.002000,evidence,1grams
1,0.000189,1,0.002000,exist,1grams
1,0.000189,1,0.002000,promised,1grams
1,0.000189,1,0.002000,decapitation,1grams
1,0.000189,1,0.002000,@FiveRights,1grams
1,0.000189,1,0.002000,check,1grams
1,0.000189,1,0.002000,shit,1grams
1,0.000189,1,0.002000,@nowthisnews,1grams
1,0.000189,1,0.002000,visto,1grams
1,0.000189,1,0.002000,nyxrjvoita,1grams
1,0.000189,1,0.002000,reality,1grams
1,0.000189,1,0.002000,@WilsonWPA,1grams
1,0.000189,1,0.002000,@DaGodfather907,1grams
1,0.000189,1,0.002000,#Bernie,1grams
1,0.000189,1,0.002000,xgyudrgjhh,1grams
1,0.000189,1,0.002000,@sarahrense,1grams
1,0.000189,1,0.002000,subsidize,1grams
1,0.000189,1,0.002000,reconsider,1grams
1,0.000189,1,0.002000,@tparti,1grams
1,0.000189,1,0.002000,invested,1grams
1,0.000189,1,0.002000,rolling,1grams
1,0.000189,1,0.002000,seeing,1grams
1,0.000189,1,0.002000,younger,1grams
1,0.000189,1,0.002000,@whatzzhername,1grams
1,0.000189,1,0.002000,happening,1grams
1,0.000189,1,0.002000,alnpdgabsf,1grams
1,0.000189,1,0.002000,@democracynow,1grams
1,0.000189,1,0.002000,tckphgqsvh,1grams
1,0.000189,1,0.002000,loyal,1grams
1,0.000189,1,0.002000,d6uconyhwg,1grams
1,0.000189,1,0.002000,@FredZeppelin12,1grams
1,0.000189,1,0.002000,#Kasich4Us,1grams
1,0.000189,1,0.002000,diplomacy,1grams
1,0.000189,1,0.002000,raggy,1grams
1,0.000189,1,0.002000,certainly,1grams
1,0.000189,1,0.002000,@kinni00,1grams
1,0.000189,1,0.002000,charge,1grams
1,0.000189,1,0.002000,@DPRK_News,1grams
1,0.000189,1,0.002000,terror,1grams
1,0.000189,1,0.002000,v6g8ohbafv,1grams
1,0.000189,1,0.002000,protestors,1grams
1,0.000189,1,0.002000,adviser,1grams
1,0.000189,1,0.002000,@AP_Politics,1grams
1,0.000189,1,0.002000,choice,1grams
1,0.000189,1,0.002000,ghostbusters,1grams
1,0.000189,1,0.002000,cool,1grams
1,0.000189,1,0.002000,#USA🇺🇸,1grams
1,0.000189,1,0.002000,level,1grams
1,0.000189,1,0.002000,@scrowder,1grams
1,0.000189,1,0.002000,soooo,1grams
1,0.000189,1,0.002000,team,1grams
1,0.000189,1,0.002000,playbook,1grams
1,0.000189,1,0.002000,spiritual,1grams
1,0.000189,1,0.002000,@PatriotThread,1grams
1,0.000189,1,0.002000,evdfhb6wck,1grams
1,0.000189,1,0.002000,@s8n,1grams
1,0.000189,1,0.002000,@BabesForTrump,1grams
1,0.000189,1,0.002000,sign,1grams
1,0.000189,1,0.002000,rapist,1grams
1,0.000189,1,0.002000,vjrgymjqam,1grams
1,0.000189,1,0.002000,appear,1grams
1,0.000189,1,0.002000,metalより,1grams
1,0.000189,1,0.002000,shares,1grams
1,0.000189,1,0.002000,debate,1grams
1,0.000189,1,0.002000,reunite,1grams
1,0.000189,1,0.002000,somalia,1grams
1,0.000189,1,0.002000,goes,1grams
1,0.000189,1,0.002000,reply,1grams
1,0.000189,1,0.002000,boost,1grams
1,0.000189,1,0.002000,@Outdoorguy64,1grams
1,0.000189,1,0.002000,witch,1grams
1,0.000189,1,0.002000,8toox0k6sc,1grams
1,0.000189,1,0.002000,address,1grams
1,0.000189,1,0.002000,along,1grams
1,0.000189,1,0.002000,exemption,1grams
1,0.000189,1,0.002000,funded,1grams
1,0.000189,1,0.002000,jtrvingptz,1grams
1,0.000189,1,0.002000,trial,1grams
1,0.000189,1,0.002000,franklin,1grams
1,0.000189,1,0.002000,lifezette,1grams
1,0.000189,1,0.002000,ixhveokkxh,1grams
1,0.000189,1,0.002000,condoning,1grams
1,0.000189,1,0.002000,angry,1grams
1,0.000189,1,0.002000,pers,1grams
1,0.000189,1,0.002000,#Navo,1grams
1,0.000189,1,0.002000,today,1grams
1,0.000189,1,0.002000,dismay,1grams
1,0.000189,1,0.002000,club,1grams
1,0.000189,1,0.002000,share,1grams
1,0.000189,1,0.002000,progressivism,1grams
1,0.000189,1,0.002000,ignorant,1grams
1,0.000189,1,0.002000,@AlecMacGillis,1grams
1,0.000189,1,0.002000,pretend,1grams
1,0.000189,1,0.002000,#HILLARY,1grams
1,0.000189,1,0.002000,soul,1grams
1,0.000189,1,0.002000,8xxc7kbgkf,1grams
1,0.000189,1,0.002000,values,1grams
1,0.000189,1,0.002000,hope,1grams
1,0.000189,1,0.002000,@MaguMonero,1grams
1,0.000189,1,0.002000,growing,1grams
1,0.000189,1,0.002000,claim,1grams
1,0.000189,1,0.002000,crazy,1grams
1,0.000189,1,0.002000,@healthandcents,1grams
1,0.000189,1,0.002000,ljeapezruo,1grams
1,0.000189,1,0.002000,@MCLima55,1grams
1,0.000189,1,0.002000,awesome,1grams
1,0.000189,1,0.002000,po_st,1grams
1,0.000189,1,0.002000,posing,1grams
1,0.000189,1,0.002000,inheritance,1grams
1,0.000189,1,0.002000,nihilism,1grams
1,0.000189,1,0.002000,$10B,1grams
1,0.000189,1,0.002000,economy,1grams
1,0.000189,1,0.002000,critics,1grams
1,0.000189,1,0.002000,#KimJongUn,1grams
1,0.000189,1,0.002000,realtà,1grams
1,0.000189,1,0.002000,islamic,1grams
1,0.000189,1,0.002000,#MeganKelly,1grams
1,0.000189,1,0.002000,improving,1grams
1,0.000189,1,0.002000,such,1grams
1,0.000189,1,0.002000,destructive,1grams
1,0.000189,1,0.002000,grow,1grams
1,0.000189,1,0.002000,accelerates,1grams
1,0.000189,1,0.002000,@mielewealth,1grams
1,0.000189,1,0.002000,progressively,1grams
1,0.000189,1,0.002000,truce,1grams
1,0.000189,1,0.002000,unfavorably,1grams
1,0.000189,1,0.002000,deactivated,1grams
1,0.000189,1,0.002000,unacceptable,1grams
1,0.000189,1,0.002000,years,1grams
1,0.000189,1,0.002000,ended,1grams
1,0.000189,1,0.002000,shake,1grams
1,0.000189,1,0.002000,unfavorable,1grams
1,0.000189,1,0.002000,worship,1grams
1,0.000189,1,0.002000,pfau142ryb,1grams
1,0.000189,1,0.002000,police,1grams
1,0.000189,1,0.002000,polici,1grams
1,0.000189,1,0.002000,#TheRealDonaldTrump,1grams
1,0.000189,1,0.002000,offers,1grams
1,0.000189,1,0.002000,listing,1grams
1,0.000189,1,0.002000,9kojvud7gg,1grams
1,0.000189,1,0.002000,texas,1grams
1,0.000189,1,0.002000,@DanaPerino,1grams
1,0.000189,1,0.002000,views,1grams
1,0.000189,1,0.002000,@mestasenesta,1grams
1,0.000189,1,0.002000,3jewhmm4oa,1grams
1,0.000189,1,0.002000,norah,1grams
1,0.000189,1,0.002000,@Kimmiej222,1grams
1,0.000189,1,0.002000,killed,1grams
1,0.000189,1,0.002000,qw3ln84nfq,1grams
1,0.000189,1,0.002000,name,1grams
1,0.000189,1,0.002000,didn,1grams
1,0.000189,1,0.002000,@klgrube,1grams
1,0.000189,1,0.002000,quarter,1grams
1,0.000189,1,0.002000,@richardlantz,1grams
1,0.000189,1,0.002000,bzgsj7wweu,1grams
1,0.000189,1,0.002000,@KatyTurNBC,1grams
1,0.000189,1,0.002000,happen,1grams
1,0.000189,1,0.002000,principles,1grams
1,0.000189,1,0.002000,shown,1grams
1,0.000189,1,0.002000,100k,1grams
1,0.000189,1,0.002000,irony,1grams
1,0.000189,1,0.002000,icbgivqnjy,1grams
1,0.000189,1,0.002000,internet,1grams
1,0.000189,1,0.002000,bankruptcy,1grams
1,0.000189,1,0.002000,@BetteMidler,1grams
1,0.000189,1,0.002000,cars,1grams
1,0.000189,1,0.002000,million,1grams
1,0.000189,1,0.002000,@Ronin4Hire,1grams
1,0.000189,1,0.002000,treatments,1grams
1,0.000189,1,0.002000,zuckerberg,1grams
1,0.000189,1,0.002000,cara,1grams
1,0.000189,1,0.002000,w48a92qhf7,1grams
1,0.000189,1,0.002000,pundit,1grams
1,0.000189,1,0.002000,language,1grams
1,0.000189,1,0.002000,burlan,1grams
1,0.000189,1,0.002000,honest,1grams
1,0.000189,1,0.002000,turn,1grams
1,0.000189,1,0.002000,6vj14ub,1grams
1,0.000189,1,0.002000,envied,1grams
1,0.000189,1,0.002000,weakling,1grams
1,0.000189,1,0.002000,americana,1grams
1,0.000189,1,0.002000,mexicanos,1grams
1,0.000189,1,0.002000,@SandraSmithFox,1grams
1,0.000189,1,0.002000,endorsers,1grams
1,0.000189,1,0.002000,flipping,1grams
1,0.000189,1,0.002000,reopen,1grams
1,0.000189,1,0.002000,8gdymnguxs,1grams
1,0.000189,1,0.002000,@SteveDeaceShow,1grams
1,0.000189,1,0.002000,2parrots,1grams
1,0.000189,1,0.002000,message,1grams
1,0.000189,1,0.002000,@RoseWNKY,1grams
1,0.000189,1,0.002000,gm3ylhbadx,1grams
1,0.000189,1,0.002000,#SOCIALISM,1grams
