total count,percent of total,activties count,percent of activities,tokens,n_gram
9,0.001702,9,0.018000,great,1grams
8,0.001513,8,0.016000,over,1grams
8,0.001513,8,0.016000,watch,1grams
8,0.001513,7,0.014000,time,1grams
8,0.001513,8,0.016000,former,1grams
8,0.001513,8,0.016000,#DonaldTrump,1grams
8,0.001513,8,0.016000,okay,1grams
8,0.001513,8,0.016000,miss,1grams
8,0.001513,8,0.016000,voters,1grams
8,0.001513,8,0.016000,@MikeSington,1grams
7,0.001324,7,0.014000,primary,1grams
7,0.001324,7,0.014000,father,1grams
7,0.001324,7,0.014000,christie,1grams
7,0.001324,7,0.014000,dangerous,1grams
7,0.001324,7,0.014000,rate,1grams
7,0.001324,7,0.014000,american,1grams
7,0.001324,7,0.014000,record,1grams
6,0.001135,6,0.012000,campaign,1grams
6,0.001135,6,0.012000,hold,1grams
6,0.001135,6,0.012000,bush,1grams
6,0.001135,6,0.012000,against,1grams
6,0.001135,6,0.012000,contestant,1grams
6,0.001135,6,0.012000,breaks,1grams
6,0.001135,6,0.012000,dishonest,1grams
6,0.001135,6,0.012000,down,1grams
6,0.001135,6,0.012000,hear,1grams
6,0.001135,6,0.012000,breaking,1grams
6,0.001135,6,0.012000,actually,1grams
6,0.001135,6,0.012000,@BernieSanders,1grams
6,0.001135,6,0.012000,korea,1grams
6,0.001135,5,0.010000,last,1grams
6,0.001135,6,0.012000,anything,1grams
6,0.001135,6,0.012000,#tcot,1grams
6,0.001135,6,0.012000,2016,1grams
6,0.001135,6,0.012000,piece,1grams
6,0.001135,6,0.012000,romney,1grams
5,0.000946,5,0.010000,hate,1grams
5,0.000946,5,0.010000,here,1grams
5,0.000946,5,0.010000,wrong,1grams
5,0.000946,5,0.010000,financial,1grams
5,0.000946,5,0.010000,cking,1grams
5,0.000946,5,0.010000,cflv7t1rto,1grams
5,0.000946,5,0.010000,@LindaSuhler,1grams
5,0.000946,5,0.010000,boller,1grams
5,0.000946,5,0.010000,support,1grams
5,0.000946,5,0.010000,prejean,1grams
5,0.000946,4,0.008000,wait,1grams
5,0.000946,4,0.008000,white,1grams
5,0.000946,3,0.006000,wins,1grams
5,0.000946,5,0.010000,take,1grams
5,0.000946,5,0.010000,@megynkelly,1grams
5,0.000946,5,0.010000,blasts,1grams
5,0.000946,5,0.010000,rally,1grams
5,0.000946,5,0.010000,being,1grams
5,0.000946,4,0.008000,violence,1grams
5,0.000946,5,0.010000,stand,1grams
5,0.000946,5,0.010000,hookers,1grams
5,0.000946,5,0.010000,again,1grams
5,0.000946,5,0.010000,movement,1grams
5,0.000946,5,0.010000,nominee,1grams
5,0.000946,5,0.010000,please,1grams
5,0.000946,5,0.010000,used,1grams
5,0.000946,5,0.010000,long,1grams
5,0.000946,5,0.010000,train,1grams
5,0.000946,5,0.010000,respects,1grams
5,0.000946,5,0.010000,need,1grams
5,0.000946,5,0.010000,carrie,1grams
5,0.000946,5,0.010000,north,1grams
5,0.000946,5,0.010000,places,1grams
5,0.000946,5,0.010000,official,1grams
4,0.000757,4,0.008000,force,1grams
4,0.000757,4,0.008000,robertson,1grams
4,0.000757,4,0.008000,padre,1grams
4,0.000757,4,0.008000,before,1grams
4,0.000757,4,0.008000,better,1grams
4,0.000757,4,0.008000,wasn,1grams
4,0.000757,4,0.008000,saying,1grams
4,0.000757,4,0.008000,toquetean,1grams
4,0.000757,4,0.008000,electing,1grams
4,0.000757,4,0.008000,climate,1grams
4,0.000757,4,0.008000,country,1grams
4,0.000757,4,0.008000,asked,1grams
4,0.000757,4,0.008000,much,1grams
4,0.000757,4,0.008000,independent,1grams
4,0.000757,4,0.008000,@PrisonPlanet,1grams
4,0.000757,4,0.008000,#trump,1grams
4,0.000757,4,0.008000,making,1grams
4,0.000757,4,0.008000,nomination,1grams
4,0.000757,4,0.008000,talk,1grams
4,0.000757,4,0.008000,thank,1grams
4,0.000757,4,0.008000,breitbart,1grams
4,0.000757,4,0.008000,@FoxNews,1grams
4,0.000757,4,0.008000,phil,1grams
4,0.000757,3,0.006000,black,1grams
4,0.000757,4,0.008000,between,1grams
4,0.000757,4,0.008000,enough,1grams
4,0.000757,4,0.008000,come,1grams
4,0.000757,4,0.008000,many,1grams
4,0.000757,4,0.008000,semitic,1grams
4,0.000757,4,0.008000,same,1grams
4,0.000757,4,0.008000,oakland,1grams
4,0.000757,4,0.008000,business,1grams
4,0.000757,4,0.008000,rallies,1grams
4,0.000757,4,0.008000,#CrookedHillary,1grams
4,0.000757,4,0.008000,pick,1grams
4,0.000757,4,0.008000,help,1grams
4,0.000757,4,0.008000,found,1grams
4,0.000757,3,0.006000,ratings,1grams
4,0.000757,4,0.008000,common,1grams
4,0.000757,4,0.008000,both,1grams
4,0.000757,4,0.008000,foreign,1grams
4,0.000757,4,0.008000,bill,1grams
4,0.000757,4,0.008000,called,1grams
4,0.000757,3,0.006000,telling,1grams
4,0.000757,4,0.008000,ferguson,1grams
4,0.000757,4,0.008000,realize,1grams
4,0.000757,4,0.008000,supports,1grams
4,0.000757,4,0.008000,bring,1grams
4,0.000757,4,0.008000,democrats,1grams
4,0.000757,4,0.008000,interview,1grams
4,0.000757,3,0.006000,dems,1grams
4,0.000757,4,0.008000,paul,1grams
4,0.000757,4,0.008000,cruz,1grams
4,0.000757,4,0.008000,fundraiser,1grams
4,0.000757,4,0.008000,stories,1grams
3,0.000567,3,0.006000,warns,1grams
3,0.000567,3,0.006000,street,1grams
3,0.000567,3,0.006000,delegates,1grams
3,0.000567,2,0.004000,daughter,1grams
3,0.000567,3,0.006000,moral,1grams
3,0.000567,3,0.006000,democratic,1grams
3,0.000567,3,0.006000,office,1grams
3,0.000567,3,0.006000,personal,1grams
3,0.000567,3,0.006000,trying,1grams
3,0.000567,3,0.006000,lpfyudqpga,1grams
3,0.000567,3,0.006000,#FeelTheBern,1grams
3,0.000567,3,0.006000,rhetoric,1grams
3,0.000567,3,0.006000,side,1grams
3,0.000567,3,0.006000,diana,1grams
3,0.000567,3,0.006000,rand,1grams
3,0.000567,3,0.006000,another,1grams
3,0.000567,3,0.006000,anyone,1grams
3,0.000567,3,0.006000,#ccot,1grams
3,0.000567,3,0.006000,talking,1grams
3,0.000567,3,0.006000,45th,1grams
3,0.000567,3,0.006000,definitely,1grams
3,0.000567,1,0.002000,baia,1grams
3,0.000567,3,0.006000,rick,1grams
3,0.000567,3,0.006000,@HillaryClinton,1grams
3,0.000567,3,0.006000,criticizes,1grams
3,0.000567,3,0.006000,release,1grams
3,0.000567,3,0.006000,best,1grams
3,0.000567,3,0.006000,speak,1grams
3,0.000567,3,0.006000,@Independent,1grams
3,0.000567,3,0.006000,weren,1grams
3,0.000567,3,0.006000,mistake,1grams
3,0.000567,3,0.006000,obcadvrtda,1grams
3,0.000567,3,0.006000,blamed,1grams
3,0.000567,3,0.006000,claims,1grams
3,0.000567,3,0.006000,assassination,1grams
3,0.000567,3,0.006000,@thehill,1grams
3,0.000567,3,0.006000,mosques,1grams
3,0.000567,3,0.006000,election,1grams
3,0.000567,3,0.006000,fight,1grams
3,0.000567,3,0.006000,inside,1grams
3,0.000567,3,0.006000,proves,1grams
3,0.000567,3,0.006000,interested,1grams
3,0.000567,3,0.006000,jong,1grams
3,0.000567,3,0.006000,blue,1grams
3,0.000567,3,0.006000,france,1grams
3,0.000567,3,0.006000,oregon,1grams
3,0.000567,3,0.006000,half,1grams
3,0.000567,3,0.006000,honkey,1grams
3,0.000567,3,0.006000,year,1grams
3,0.000567,3,0.006000,looking,1grams
3,0.000567,3,0.006000,sanchez,1grams
3,0.000567,3,0.006000,cards,1grams
3,0.000567,3,0.006000,defeating,1grams
3,0.000567,3,0.006000,stupid,1grams
3,0.000567,3,0.006000,elected,1grams
3,0.000567,3,0.006000,crooked,1grams
3,0.000567,3,0.006000,review,1grams
3,0.000567,3,0.006000,killing,1grams
3,0.000567,3,0.006000,case,1grams
3,0.000567,3,0.006000,someone,1grams
3,0.000567,3,0.006000,running,1grams
3,0.000567,3,0.006000,model,1grams
3,0.000567,3,0.006000,silver,1grams
3,0.000567,3,0.006000,@slone,1grams
3,0.000567,3,0.006000,racism,1grams
3,0.000567,3,0.006000,racist,1grams
3,0.000567,3,0.006000,pull,1grams
3,0.000567,3,0.006000,#Trump2016🇺🇸,1grams
3,0.000567,3,0.006000,fraud,1grams
3,0.000567,3,0.006000,@ChristieC733,1grams
3,0.000567,3,0.006000,@MagicMetalNinja,1grams
3,0.000567,3,0.006000,@nytimes,1grams
3,0.000567,3,0.006000,states,1grams
3,0.000567,3,0.006000,sisxxxr6,1grams
3,0.000567,3,0.006000,refuse,1grams
3,0.000567,3,0.006000,@SexualGif,1grams
3,0.000567,3,0.006000,@WeNeedTrump,1grams
3,0.000567,3,0.006000,wouldn,1grams
3,0.000567,3,0.006000,stopped,1grams
3,0.000567,3,0.006000,tttnv9mfeg,1grams
3,0.000567,3,0.006000,story,1grams
3,0.000567,3,0.006000,plan,1grams
3,0.000567,3,0.006000,nothing,1grams
3,0.000567,3,0.006000,renegotiate,1grams
3,0.000567,3,0.006000,compass,1grams
3,0.000567,2,0.004000,emails,1grams
3,0.000567,3,0.006000,illegals,1grams
3,0.000567,3,0.006000,understand,1grams
3,0.000567,2,0.004000,real,1grams
3,0.000567,3,0.006000,back,1grams
3,0.000567,3,0.006000,raided,1grams
3,0.000567,3,0.006000,disclosure,1grams
3,0.000567,3,0.006000,@TheDemocrats,1grams
3,0.000567,3,0.006000,nice,1grams
3,0.000567,3,0.006000,gross,1grams
3,0.000567,3,0.006000,helping,1grams
3,0.000567,3,0.006000,pledge,1grams
3,0.000567,3,0.006000,abortion,1grams
3,0.000567,3,0.006000,#NJPrimary,1grams
3,0.000567,3,0.006000,defeat,1grams
3,0.000567,3,0.006000,makes,1grams
3,0.000567,3,0.006000,illegal,1grams
3,0.000567,3,0.006000,@seanhannity,1grams
3,0.000567,3,0.006000,stop,1grams
3,0.000567,3,0.006000,looks,1grams
3,0.000567,3,0.006000,presidential,1grams
3,0.000567,3,0.006000,conservatism,1grams
3,0.000567,3,0.006000,truth,1grams
3,0.000567,3,0.006000,conservatives,1grams
3,0.000567,3,0.006000,princess,1grams
3,0.000567,3,0.006000,times,1grams
3,0.000567,3,0.006000,date,1grams
3,0.000567,3,0.006000,hilary,1grams
3,0.000567,3,0.006000,punish,1grams
3,0.000567,3,0.006000,exactly,1grams
3,0.000567,3,0.006000,haven,1grams
3,0.000567,3,0.006000,remember,1grams
3,0.000567,3,0.006000,allow,1grams
3,0.000567,3,0.006000,face,1grams
3,0.000567,3,0.006000,nailed,1grams
3,0.000567,3,0.006000,fact,1grams
3,0.000567,3,0.006000,supporter,1grams
3,0.000567,3,0.006000,based,1grams
3,0.000567,3,0.006000,beat,1grams
3,0.000567,3,0.006000,words,1grams
3,0.000567,3,0.006000,national,1grams
3,0.000567,3,0.006000,jersey,1grams
3,0.000567,3,0.006000,wall,1grams
3,0.000567,3,0.006000,lawrenceville,1grams
3,0.000567,3,0.006000,gets,1grams
3,0.000567,3,0.006000,position,1grams
3,0.000567,3,0.006000,nate,1grams
3,0.000567,3,0.006000,become,1grams
3,0.000567,3,0.006000,lead,1grams
3,0.000567,3,0.006000,p8enxyzerm,1grams
3,0.000567,3,0.006000,nevertrump,1grams
2,0.000378,2,0.004000,worth,1grams
2,0.000378,2,0.004000,shows,1grams
2,0.000378,2,0.004000,officially,1grams
2,0.000378,2,0.004000,@daveweigel,1grams
2,0.000378,2,0.004000,kids,1grams
2,0.000378,2,0.004000,punishment,1grams
2,0.000378,2,0.004000,orbs7h47iz,1grams
2,0.000378,2,0.004000,rights,1grams
2,0.000378,2,0.004000,machine,1grams
2,0.000378,2,0.004000,7hmzxtttip,1grams
2,0.000378,2,0.004000,donors,1grams
2,0.000378,2,0.004000,@WDFx2EU2,1grams
2,0.000378,2,0.004000,schools,1grams
2,0.000378,2,0.004000,mean,1grams
2,0.000378,2,0.004000,38zbvco13x,1grams
2,0.000378,2,0.004000,sounds,1grams
2,0.000378,2,0.004000,trending,1grams
2,0.000378,2,0.004000,@nytopinion,1grams
2,0.000378,2,0.004000,negotiate,1grams
2,0.000378,1,0.002000,vets,1grams
2,0.000378,2,0.004000,@jkr3333,1grams
2,0.000378,2,0.004000,created,1grams
2,0.000378,2,0.004000,oppose,1grams
2,0.000378,2,0.004000,hp8lp2,1grams
2,0.000378,2,0.004000,john,1grams
2,0.000378,2,0.004000,enabler,1grams
2,0.000378,2,0.004000,seen,1grams
2,0.000378,2,0.004000,tells,1grams
2,0.000378,2,0.004000,forces,1grams
2,0.000378,2,0.004000,@DataPurist,1grams
2,0.000378,2,0.004000,voting,1grams
2,0.000378,2,0.004000,#UNIFY,1grams
2,0.000378,2,0.004000,sexist,1grams
2,0.000378,2,0.004000,nevada,1grams
2,0.000378,2,0.004000,report,1grams
2,0.000378,2,0.004000,guns,1grams
2,0.000378,2,0.004000,b5zr,1grams
2,0.000378,2,0.004000,@TheDonaldNews,1grams
2,0.000378,2,0.004000,faces,1grams
2,0.000378,2,0.004000,donnell,1grams
2,0.000378,2,0.004000,jftjegrhg7,1grams
2,0.000378,2,0.004000,life,1grams
2,0.000378,2,0.004000,attacked,1grams
2,0.000378,2,0.004000,@The_Trump_Train,1grams
2,0.000378,2,0.004000,kentucky,1grams
2,0.000378,2,0.004000,procedure,1grams
2,0.000378,2,0.004000,things,1grams
2,0.000378,1,0.002000,couple,1grams
2,0.000378,2,0.004000,@NateSilver538,1grams
2,0.000378,2,0.004000,night,1grams
2,0.000378,2,0.004000,@JonahNRO,1grams
2,0.000378,2,0.004000,billboard,1grams
2,0.000378,2,0.004000,@benshapiro,1grams
2,0.000378,2,0.004000,core,1grams
2,0.000378,2,0.004000,post,1grams
2,0.000378,2,0.004000,attacks,1grams
2,0.000378,2,0.004000,lied,1grams
2,0.000378,2,0.004000,wrxbyr5tln,1grams
2,0.000378,2,0.004000,presidencia,1grams
2,0.000378,2,0.004000,head,1grams
2,0.000378,2,0.004000,daddy,1grams
2,0.000378,2,0.004000,@RussSegner,1grams
2,0.000378,2,0.004000,#trump2016,1grams
2,0.000378,2,0.004000,wpxojjnjbb,1grams
2,0.000378,2,0.004000,transgender,1grams
2,0.000378,2,0.004000,@_animarchive,1grams
2,0.000378,2,0.004000,@adamslily,1grams
2,0.000378,2,0.004000,global,1grams
2,0.000378,2,0.004000,#NorthKorea,1grams
2,0.000378,2,0.004000,disgusting,1grams
2,0.000378,2,0.004000,#fot…,1grams
2,0.000378,2,0.004000,penises,1grams
2,0.000378,2,0.004000,democrat,1grams
2,0.000378,2,0.004000,#dialibre,1grams
2,0.000378,2,0.004000,#mall,1grams
2,0.000378,2,0.004000,supporting,1grams
2,0.000378,2,0.004000,muslim,1grams
2,0.000378,2,0.004000,@joshtpm,1grams
2,0.000378,2,0.004000,change,1grams
2,0.000378,2,0.004000,@MichaelCohen212,1grams
2,0.000378,2,0.004000,love,1grams
2,0.000378,2,0.004000,#NeverTrump,1grams
2,0.000378,2,0.004000,redstate,1grams
2,0.000378,2,0.004000,effort,1grams
2,0.000378,2,0.004000,figure,1grams
2,0.000378,2,0.004000,fuck,1grams
2,0.000378,1,0.002000,heard,1grams
2,0.000378,2,0.004000,bigot,1grams
2,0.000378,2,0.004000,@vivelafra,1grams
2,0.000378,2,0.004000,@ruth_pry,1grams
2,0.000378,2,0.004000,maybe,1grams
2,0.000378,2,0.004000,pulled,1grams
2,0.000378,2,0.004000,exclusive,1grams
2,0.000378,2,0.004000,transplants,1grams
2,0.000378,2,0.004000,statistical,1grams
2,0.000378,2,0.004000,@JohnRiversToo,1grams
2,0.000378,2,0.004000,policy,1grams
2,0.000378,2,0.004000,happened,1grams
2,0.000378,2,0.004000,barron,1grams
2,0.000378,2,0.004000,records,1grams
2,0.000378,1,0.002000,brags,1grams
2,0.000378,2,0.004000,6m6fenbzcw,1grams
2,0.000378,2,0.004000,california,1grams
2,0.000378,2,0.004000,place,1grams
2,0.000378,2,0.004000,first,1grams
2,0.000378,2,0.004000,#AlwaysTrump,1grams
2,0.000378,2,0.004000,open,1grams
2,0.000378,2,0.004000,tomorrow,1grams
2,0.000378,2,0.004000,returns,1grams
2,0.000378,2,0.004000,convention,1grams
2,0.000378,2,0.004000,speaking,1grams
2,0.000378,2,0.004000,@peanut9471304,1grams
2,0.000378,2,0.004000,releases,1grams
2,0.000378,2,0.004000,proving,1grams
2,0.000378,2,0.004000,released,1grams
2,0.000378,2,0.004000,argument,1grams
2,0.000378,2,0.004000,nuanced,1grams
2,0.000378,2,0.004000,veteran,1grams
2,0.000378,2,0.004000,senior,1grams
2,0.000378,2,0.004000,@CronkiteSays,1grams
2,0.000378,2,0.004000,morning,1grams
2,0.000378,2,0.004000,@brianmoore666,1grams
2,0.000378,2,0.004000,husband,1grams
2,0.000378,2,0.004000,@mdentandt,1grams
2,0.000378,2,0.004000,sean,1grams
2,0.000378,2,0.004000,#TRUMP,1grams
2,0.000378,2,0.004000,jobs,1grams
2,0.000378,2,0.004000,blame,1grams
2,0.000378,2,0.004000,#promotor,1grams
2,0.000378,2,0.004000,stretches,1grams
2,0.000378,2,0.004000,@EduarSamani,1grams
2,0.000378,2,0.004000,pundits,1grams
2,0.000378,2,0.004000,psychotherapy,1grams
2,0.000378,1,0.002000,those,1grams
2,0.000378,2,0.004000,hurting,1grams
2,0.000378,2,0.004000,cartoon,1grams
2,0.000378,2,0.004000,gingrich,1grams
2,0.000378,2,0.004000,without,1grams
2,0.000378,2,0.004000,solve,1grams
2,0.000378,2,0.004000,yoshikazu,1grams
2,0.000378,2,0.004000,trudeaus,1grams
2,0.000378,2,0.004000,around,1grams
2,0.000378,2,0.004000,read,1grams
2,0.000378,2,0.004000,@glennbeck,1grams
2,0.000378,2,0.004000,early,1grams
2,0.000378,2,0.004000,using,1grams
2,0.000378,2,0.004000,fortuna,1grams
2,0.000378,2,0.004000,intel,1grams
2,0.000378,2,0.004000,@amrightnow,1grams
2,0.000378,2,0.004000,audience,1grams
2,0.000378,2,0.004000,@fortune_cookieb,1grams
2,0.000378,2,0.004000,#caracas,1grams
2,0.000378,2,0.004000,conservative,1grams
2,0.000378,2,0.004000,apologize,1grams
2,0.000378,2,0.004000,bmhfplhwls,1grams
2,0.000378,2,0.004000,bubble,1grams
2,0.000378,2,0.004000,agree,1grams
2,0.000378,2,0.004000,general,1grams
2,0.000378,2,0.004000,file,1grams
2,0.000378,2,0.004000,idiot,1grams
2,0.000378,2,0.004000,rioting,1grams
2,0.000378,2,0.004000,chris,1grams
2,0.000378,2,0.004000,mxecabrxn6,1grams
2,0.000378,2,0.004000,forget,1grams
2,0.000378,1,0.002000,whoever,1grams
2,0.000378,2,0.004000,woman,1grams
2,0.000378,2,0.004000,manafort,1grams
2,0.000378,2,0.004000,very,1grams
2,0.000378,2,0.004000,sons,1grams
2,0.000378,2,0.004000,fall,1grams
2,0.000378,2,0.004000,@LadyScientist,1grams
2,0.000378,2,0.004000,#nevertrump,1grams
2,0.000378,2,0.004000,@Peggynoonannyc,1grams
2,0.000378,2,0.004000,@peterwsinger,1grams
2,0.000378,2,0.004000,#cdnpoli,1grams
2,0.000378,2,0.004000,flag,1grams
2,0.000378,2,0.004000,history,1grams
2,0.000378,2,0.004000,animage,1grams
2,0.000378,2,0.004000,sense,1grams
2,0.000378,2,0.004000,@slangabuse,1grams
2,0.000378,2,0.004000,needs,1grams
2,0.000378,2,0.004000,explains,1grams
2,0.000378,2,0.004000,response,1grams
2,0.000378,2,0.004000,soon,1grams
2,0.000378,2,0.004000,trade,1grams
2,0.000378,2,0.004000,@Prophet_Levi,1grams
2,0.000378,2,0.004000,@DepressedDarth,1grams
2,0.000378,2,0.004000,association,1grams
2,0.000378,2,0.004000,populist,1grams
2,0.000378,2,0.004000,reason,1grams
2,0.000378,2,0.004000,launch,1grams
2,0.000378,2,0.004000,terrible,1grams
2,0.000378,1,0.002000,feed,1grams
2,0.000378,2,0.004000,feel,1grams
2,0.000378,2,0.004000,part,1grams
2,0.000378,1,0.002000,scandals,1grams
2,0.000378,2,0.004000,believe,1grams
2,0.000378,2,0.004000,defends,1grams
2,0.000378,2,0.004000,2025,1grams
2,0.000378,2,0.004000,hires,1grams
2,0.000378,2,0.004000,@Witch_Destiny,1grams
2,0.000378,2,0.004000,darth,1grams
2,0.000378,2,0.004000,mobile,1grams
2,0.000378,2,0.004000,lying,1grams
2,0.000378,2,0.004000,vader,1grams
2,0.000378,2,0.004000,backtracking,1grams
2,0.000378,2,0.004000,failed,1grams
2,0.000378,2,0.004000,k7qc3o8l,1grams
2,0.000378,2,0.004000,appeal,1grams
2,0.000378,2,0.004000,sold,1grams
2,0.000378,2,0.004000,mega,1grams
2,0.000378,2,0.004000,hackers,1grams
2,0.000378,2,0.004000,point,1grams
2,0.000378,2,0.004000,@DanScavino,1grams
2,0.000378,2,0.004000,political,1grams
2,0.000378,2,0.004000,suburbs,1grams
2,0.000378,2,0.004000,describes,1grams
2,0.000378,2,0.004000,packs,1grams
2,0.000378,2,0.004000,#panamacity,1grams
2,0.000378,2,0.004000,funny,1grams
2,0.000378,2,0.004000,@Salon,1grams
2,0.000378,2,0.004000,dark,1grams
2,0.000378,2,0.004000,t3dz9oq0xq,1grams
2,0.000378,2,0.004000,self,1grams
2,0.000378,2,0.004000,q2sefq6inl,1grams
2,0.000378,2,0.004000,presidency,1grams
2,0.000378,2,0.004000,showing,1grams
2,0.000378,2,0.004000,killary,1grams
2,0.000378,2,0.004000,mirror,1grams
2,0.000378,2,0.004000,question,1grams
2,0.000378,2,0.004000,suit,1grams
2,0.000378,1,0.002000,immigration,1grams
2,0.000378,2,0.004000,chelsea,1grams
2,0.000378,2,0.004000,doesn,1grams
2,0.000378,2,0.004000,l83duqiu4r,1grams
2,0.000378,2,0.004000,@CNN,1grams
2,0.000378,2,0.004000,politicians,1grams
2,0.000378,2,0.004000,vice,1grams
2,0.000378,2,0.004000,youtube,1grams
2,0.000378,2,0.004000,2003,1grams
2,0.000378,2,0.004000,having,1grams
2,0.000378,2,0.004000,illustrated,1grams
2,0.000378,2,0.004000,gana,1grams
2,0.000378,2,0.004000,@LibertyBritt,1grams
2,0.000378,2,0.004000,helps,1grams
2,0.000378,2,0.004000,include,1grams
2,0.000378,2,0.004000,mainstream,1grams
2,0.000378,2,0.004000,@skoczela,1grams
2,0.000378,2,0.004000,wave,1grams
2,0.000378,2,0.004000,yasuhiko,1grams
2,0.000378,2,0.004000,spoof,1grams
2,0.000378,2,0.004000,incoherent,1grams
2,0.000378,2,0.004000,body,1grams
2,0.000378,2,0.004000,5hor1rwuhp,1grams
2,0.000378,2,0.004000,classrooms,1grams
2,0.000378,2,0.004000,@theJeremyVine,1grams
2,0.000378,2,0.004000,#pasión,1grams
2,0.000378,2,0.004000,themselves,1grams
2,0.000378,2,0.004000,panel,1grams
2,0.000378,2,0.004000,penis,1grams
2,0.000378,2,0.004000,@ThankYouDonald,1grams
2,0.000378,2,0.004000,meet,1grams
2,0.000378,2,0.004000,#selfie,1grams
2,0.000378,2,0.004000,united,1grams
2,0.000378,2,0.004000,perfect,1grams
2,0.000378,2,0.004000,willing,1grams
2,0.000378,2,0.004000,university,1grams
2,0.000378,2,0.004000,hilarious,1grams
2,0.000378,2,0.004000,honorable,1grams
2,0.000378,2,0.004000,uniting,1grams
2,0.000378,2,0.004000,megan,1grams
2,0.000378,2,0.004000,linked,1grams
2,0.000378,2,0.004000,afraid,1grams
2,0.000378,2,0.004000,#anfitrión,1grams
2,0.000378,2,0.004000,astonishing,1grams
2,0.000378,2,0.004000,agreed,1grams
2,0.000378,2,0.004000,#AmericaFirst,1grams
2,0.000378,2,0.004000,riding,1grams
2,0.000378,2,0.004000,@Doug_Giles,1grams
2,0.000378,2,0.004000,meant,1grams
2,0.000378,1,0.002000,rush,1grams
2,0.000378,2,0.004000,#Benghazi,1grams
2,0.000378,2,0.004000,taxes,1grams
2,0.000378,2,0.004000,protesting,1grams
2,0.000378,2,0.004000,ohio,1grams
2,0.000378,2,0.004000,@ABC,1grams
2,0.000378,2,0.004000,supera,1grams
2,0.000378,2,0.004000,ends,1grams
2,0.000378,2,0.004000,@ggreenwald,1grams
2,0.000378,2,0.004000,mafia,1grams
2,0.000378,2,0.004000,@DistlerJoyce,1grams
2,0.000378,2,0.004000,hateful,1grams
2,0.000378,2,0.004000,effect,1grams
2,0.000378,2,0.004000,forecasts,1grams
2,0.000378,2,0.004000,#música,1grams
2,0.000378,2,0.004000,well,1grams
2,0.000378,2,0.004000,finds,1grams
2,0.000378,2,0.004000,thought,1grams
2,0.000378,1,0.002000,headed,1grams
2,0.000378,2,0.004000,protesters,1grams
2,0.000378,2,0.004000,know,1grams
2,0.000378,2,0.004000,lost,1grams
2,0.000378,2,0.004000,lose,1grams
